符合條件商品
資料日期：2022年  6月 23日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:11 符合檔數(9)
1	,6693.TW,廣閎科,62.8,-1.1,28,95,-32.16,10,自連賣
2	,2063.TW,世鎧,39.6,0.38,60,34.15,20.51,8,自連賣
3	,4931.TW,新盛力,47.2,1.4,4475,37.15,27.05,8,自連賣
4	,5457.TW,宣德,49.5,-0.2,374,54.6,-4.68,7,自連賣
5	,8390.TW,金益鼎,36.8,-2.26,415,29.6,13.97,7,自連賣
6	,3260.TW,威剛,57.6,-0.17,970,60,5.09,6,自連賣
7	,3714.TW,富采,46.6,-0.96,1148,49.45,-5.76,6,自連賣
8	,8444.TW,綠河-KY,39.5,-1.37,0,48.7,-18.35,6,自連賣
9	,5009.TW,榮剛,37.5,-0.66,11974,25.4,47.64,5,自連賣
