符合條件商品
資料日期：2022年  7月 27日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:06 符合檔數(18)
1	,2065.TW,世豐,50.9,-0.2,24,47.1,11.23,9,自連賣
2	,2201.TW,裕隆,59.1,-1.01,17319,46.2,32.81,7,自連賣
3	,2367.TW,燿華,17.5,-0.57,2708,16.95,3.24,7,自連賣
4	,2535.TW,達欣工,29.7,0.17,102,29.75,-0.17,7,自連賣
5	,2820.TW,華票,14.55,0,290,15.65,-7.03,7,自連賣
6	,2102.TW,泰豐,20.45,-1.21,355,19.25,6.23,6,自連賣
7	,3675.TW,德微,168,2.75,1849,214,-19.65,6,自連賣
8	,4904.TW,遠傳,65.7,-0.3,2525,76.2,-13.78,6,自連賣
9	,8039.TW,台虹,41,-0.61,92,40.45,1.36,6,自連賣
10	,8070.TW,長華*,30.65,-0.16,272,32.85,-4.52,6,自連賣
11	,1710.TW,東聯,18.5,1.09,1345,17.25,7.25,5,自連賣
12	,1718.TW,中纖,8.35,-0.71,2204,7.62,9.58,5,自連賣
13	,2329.TW,華泰,17.6,-1.68,1321,15.8,11.39,5,自連賣
14	,2476.TW,鉅祥,46.4,-0.96,356,46.9,2.91,5,自連賣
15	,3163.TW,波若威,50.5,-0.2,828,48.75,3.59,5,自連賣
16	,4763.TW,材料-KY,172,-4.44,2683,105.5,73.56,5,自連賣
17	,8044.TW,網家,53.2,0.95,575,63.8,-16.61,5,自連賣
18	,8150.TW,南茂,32.9,1.23,1428,35.4,-7.06,5,自連賣
