符合條件商品
資料日期：2022年  8月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(48)
1	,2535.TW,達欣工,29.7,0.17,102,30,-1,14,自連賣
2	,8039.TW,台虹,41,-0.61,92,40.95,0.12,13,自連賣
3	,3026.TW,禾伸堂,89.9,0,51,89.3,0.67,11,自連賣
4	,6281.TW,全國電,81.2,-0.12,11,80.8,0.5,10,自連賣
5	,6823.TW,濾能,97.5,2.85,2,94.1,11.77,10,自連賣
6	,1301.TW,台塑,86.8,-0.46,6046,91,-4.62,8,自連賣
7	,3042.TW,晶技,83,0.73,539,86.7,-4.27,8,自連賣
8	,4306.TW,炎洲,14.4,-0.35,424,13.95,3.23,8,自連賣
9	,3088.TW,艾訊,58.2,1.04,164,58.6,4.66,7,自連賣
10	,3680.TW,家登,254.5,0.79,478,240,7.64,7,自連賣
11	,5533.TW,皇鼎,17.45,-0.29,42,17.8,-1.97,7,自連賣
12	,1342.TW,八貫,132.5,0,544,66.2,100.15,6,自連賣
13	,1457.TW,宜進,18.7,-0.53,210,17.15,9.04,6,自連賣
14	,2530.TW,華建,17.35,-0.29,360,14.35,20.91,6,自連賣
15	,2888.TW,新光金,8.75,-0.57,13386,8.59,1.86,6,自連賣
16	,3028.TW,增你強,28.6,1.06,236,30.35,-5.77,6,自連賣
17	,5521.TW,工信,6.75,0,537,6.85,-1.46,6,自連賣
18	,9927.TW,泰銘,37.6,-0.4,61,40.4,4.3,6,自連賣
19	,1109.TW,信大,15.7,-0.95,63,18.15,-13.5,5,自連賣
20	,1307.TW,三芳,20.7,-0.48,59,19.6,5.61,5,自連賣
21	,1308.TW,亞聚,28.2,-0.88,1358,25.1,12.35,5,自連賣
22	,1454.TW,台富,12.85,-0.39,33,13.45,-4.46,5,自連賣
23	,1526.TW,日馳,41.1,-0.6,88,43.7,-2.17,5,自連賣
24	,1528.TW,恩德,10.1,0,151,9.86,3.38,5,自連賣
25	,1604.TW,聲寶,25.55,-0.2,118,26.6,-3.95,5,自連賣
26	,2015.TW,豐興,65.9,1.85,274,65.2,1.07,5,自連賣
27	,2017.TW,官田鋼,14.2,-1.05,653,12.35,14.98,5,自連賣
28	,2102.TW,泰豐,20.45,-1.21,355,19.1,7.07,5,自連賣
29	,2107.TW,厚生,21.7,-0.69,75,21,3.33,5,自連賣
30	,2351.TW,順德,99.5,1.22,927,112,-11.16,5,自連賣
31	,2505.TW,國揚,18.25,-0.82,64,19.3,-5.44,5,自連賣
32	,2506.TW,太設,9.17,-0.54,294,9.65,-2.96,5,自連賣
33	,2514.TW,龍邦,16.85,-0.3,151,17,-0.88,5,自連賣
34	,2527.TW,宏璟,20.8,-0.72,64,25.15,-6.94,5,自連賣
35	,2706.TW,第一店,14,-0.36,107,13.9,1.74,5,自連賣
36	,2885.TW,元大金,21.8,-0.91,10786,20.7,8.46,5,自連賣
37	,2912.TW,統一超,268,-1.47,996,279,-3.94,5,自連賣
38	,3002.TW,歐格,11.4,-0.44,56,12.25,-6.94,5,自連賣
39	,3005.TW,神基,43.55,0.35,857,47.1,-7.54,5,自連賣
40	,3376.TW,新日興,80.7,-0.25,113,80.2,0.62,5,自連賣
41	,4572.TW,駐龍,122.5,3.81,1037,127.5,-3.92,5,自連賣
42	,6142.TW,友勁,10.55,2.43,2213,8.88,18.81,5,自連賣
43	,6183.TW,關貿,58.5,-0.34,9,59.9,0.91,5,自連賣
44	,6216.TW,居易,25.25,0,90,32.1,-17.08,5,自連賣
45	,6525.TW,捷敏-KY,69.3,-0.29,80,73.4,-5.59,5,自連賣
46	,8131.TW,福懋科,38.4,-0.78,269,38,1.05,5,自連賣
47	,8150.TW,南茂,32.9,1.23,1428,34.9,-5.73,5,自連賣
48	,9934.TW,成霖,13.25,-0.75,142,12.15,9.05,5,自連賣
