符合條件商品
資料日期：2022年 10月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:43 符合檔數(24)
1	,4577.TW,達航科技,31.15,0.16,67,27.8,12.05,14,自連賣
2	,6585.TW,鼎基,55.9,6.88,488,48,16.46,13,自連賣
3	,5371.TW,中光電,55,-0.36,3464,51.4,7,10,自連賣
4	,8121.TW,越峰,25.05,-1.38,169,24.95,0.4,8,自連賣
5	,1527.TW,鑽全,41.3,0.12,137,38.4,7.55,7,自連賣
6	,3680.TW,家登,254.5,0.79,478,215.5,19.87,7,自連賣
7	,1717.TW,長興,31.5,-1.25,930,29.85,5.53,6,自連賣
8	,1722.TW,台肥,53.1,-0.56,1033,51.6,2.91,6,自連賣
9	,2867.TW,三商壽,5.51,-2.3,17135,6.1,-9.67,6,自連賣
10	,3324.TW,雙鴻,151,-0.66,649,120,25.83,6,自連賣
11	,3653.TW,健策,369.5,-0.81,1389,384.5,-3.9,6,自連賣
12	,4974.TW,亞泰,57.5,0,115,52.9,8.7,6,自連賣
13	,6285.TW,啟碁,80.8,-2.3,4232,87.6,-7.76,6,自連賣
14	,6290.TW,良維,54,-0.18,323,51.3,5.26,6,自連賣
15	,8027.TW,鈦昇,51.7,-2.45,239,52.9,-2.27,6,自連賣
16	,8091.TW,翔名,86,0.35,634,69.5,23.74,6,自連賣
17	,8131.TW,福懋科,38.4,-0.78,269,35.9,6.96,6,自連賣
18	,2231.TW,為升,142,-2.07,335,133,6.77,5,自連賣
19	,2851.TW,中再保,18.45,1.1,929,18.95,-2.64,5,自連賣
20	,3017.TW,奇鋐,111,-1.77,2015,105,5.71,5,自連賣
21	,3228.TW,金麗科,187,-1.32,123,175,6.86,5,自連賣
22	,3587.TW,閎康,165,3.13,1620,123.5,33.6,5,自連賣
23	,4721.TW,美琪瑪,102.5,-0.49,487,97.6,5.02,5,自連賣
24	,6515.TW,穎崴,404,-1.46,559,363,11.29,5,自連賣
