符合條件商品
資料日期：2022年  7月 29日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(13)
1	,2065.TW,世豐,50.9,-0.2,24,47.5,10.29,11,自連賣
2	,2535.TW,達欣工,29.7,0.17,102,30,-1,9,自連賣
3	,8039.TW,台虹,41,-0.61,92,41.15,-0.36,8,自連賣
4	,8070.TW,長華*,30.65,-0.16,272,33.05,-5.08,8,自連賣
5	,1710.TW,東聯,18.5,1.09,1345,17.3,6.94,7,自連賣
6	,3026.TW,禾伸堂,89.9,0,51,91.4,-1.64,6,自連賣
7	,3037.TW,欣興,125,2.46,35224,158.5,-21.14,6,自連賣
8	,6271.TW,同欣電,201,-4.29,2372,195,-6.75,6,自連賣
9	,1909.TW,榮成,15.55,-0.32,1849,15.5,0.32,5,自連賣
10	,2480.TW,敦陽科,82,-0.61,42,86.8,-5.53,5,自連賣
11	,6281.TW,全國電,81.2,-0.12,11,81.2,0,5,自連賣
12	,6823.TW,濾能,97.5,2.85,2,94.4,11.42,5,自連賣
13	,8069.TW,元太,167,-1.47,11565,195.5,-14.58,5,自連賣
