符合條件商品
資料日期：2022年  3月 15日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:26 符合檔數(26)
1	,4743.TW,合一,259.5,-1.14,14786,200.5,29.43,13,自連賣
2	,2421.TW,建準,44.85,-2.82,1233,41.2,12.58,10,自連賣
3	,2038.TW,海光,23.05,-3.15,5951,32.65,-24.77,9,自連賣
4	,2486.TW,一詮,21.55,-0.23,1380,39.1,-44.16,9,自連賣
5	,2915.TW,潤泰全,66.7,0.15,4192,106,-31.79,9,自連賣
6	,3484.TW,崧騰,43,-0.69,72,70.5,-34.7,9,自連賣
7	,3704.TW,合勤控,33.85,-2.31,2930,29.2,10.66,9,自連賣
8	,3710.TW,連展投控,11.25,2.27,1915,14.65,-23.21,9,自連賣
9	,5243.TW,乙盛-KY,59.3,0.51,535,55.6,8.87,9,自連賣
10	,1605.TW,華新,46.75,-1.68,42087,28.6,70.19,8,自連賣
11	,2634.TW,漢翔,34.55,3.13,14471,29,20.38,8,自連賣
12	,3260.TW,威剛,57.6,-0.17,970,85.1,-25.91,8,自連賣
13	,5285.TW,界霖,61.2,0,133,90.1,-28.4,8,自連賣
14	,5434.TW,崇越,167.5,0.9,197,170.5,3.74,8,自連賣
15	,3211.TW,順達,73.1,-0.14,70,118,-28.55,7,自連賣
16	,6284.TW,佳邦,50.8,0.2,322,53.8,-3.11,7,自連賣
17	,8183.TW,精星,54.1,-0.18,400,51.8,6.73,7,自連賣
18	,8422.TW,可寧衛,177.5,0,124,198,-5.43,7,自連賣
19	,8938.TW,明安,94.7,-0.53,233,75.6,34.44,7,自連賣
20	,1723.TW,中碳,105.5,-0.47,103,117,-6.61,6,自連賣
21	,1909.TW,榮成,15.55,-0.32,1849,20.4,-17.59,6,自連賣
22	,4167.TW,松瑞藥,26.55,1.53,84752,16.05,65.42,6,自連賣
23	,2356.TW,英業達,26,0.19,6530,25.05,10.22,5,自連賣
24	,4966.TW,譜瑞-KY,825,0.86,553,1605,-47.57,5,自連賣
25	,6142.TW,友勁,10.55,2.43,2213,8.4,25.6,5,自連賣
26	,8044.TW,網家,53.2,0.95,575,77.4,-30.74,5,自連賣
