符合條件商品
資料日期：2022年  3月 30日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:23 符合檔數(11)
1	,2542.TW,興富發,40.35,-3.93,8630,45.4,6.72,12,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,96.7,-8.41,8,自連賣
3	,4549.TW,桓達,84.8,0.59,8,97.5,1.23,8,自連賣
4	,2017.TW,官田鋼,14.2,-1.05,653,19.6,-19.64,6,自連賣
5	,3710.TW,連展投控,11.25,2.27,1915,14.85,-24.24,6,自連賣
6	,1314.TW,中石化,9.86,-1,4928,12.15,-15.51,5,自連賣
7	,2455.TW,全新,67,0,1464,117.5,-40.04,5,自連賣
8	,2867.TW,三商壽,5.51,-2.3,17135,8.4,-34.4,5,自連賣
9	,4974.TW,亞泰,57.5,0,115,56.5,10.28,5,自連賣
10	,6147.TW,頎邦,58.6,0.51,604,69.4,-6.16,5,自連賣
11	,6485.TW,點序,66,-1.35,363,147,-51.98,5,自連賣
