符合條件商品
資料日期：2022年 11月 25日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:33 符合檔數(26)
1	,9941.TW,裕融,156.5,0,327,152.5,2.62,17,自連賣
2	,5534.TW,長虹,73.6,2.22,690,71.9,2.36,15,自連賣
3	,2722.TW,夏都,33.9,0.44,10,32.9,3.04,14,自連賣
4	,2882.TW,國泰金,41.15,1.86,33982,42.55,-3.29,14,自連賣
5	,1319.TW,東陽,41.05,0.37,2564,45.05,-8.88,12,自連賣
6	,2441.TW,超豐,48.2,-2.33,4006,48.45,-0.52,11,自連賣
7	,1476.TW,儒鴻,492.5,1.23,1098,441,11.68,10,自連賣
8	,6811.TW,宏碁資訊,133,-0.37,7,123,8.13,10,自連賣
9	,8411.TW,福貞-KY,13.1,-0.76,94,12.5,4.8,10,自連賣
10	,1586.TW,和勤,33.5,-0.59,70,32.9,1.82,9,自連賣
11	,2027.TW,大成鋼,43.15,-1.93,15303,40,7.87,8,自連賣
12	,6830.TW,汎銓,98,-0.1,49,90.9,7.81,8,自連賣
13	,3576.TW,聯合再生,20.4,-0.73,3970,20.9,-2.39,7,自連賣
14	,6245.TW,立端,91.8,-7.09,8513,87.1,5.4,7,自連賣
15	,6835.TW,圓裕,39.2,-2,415,40.8,-3.92,7,自連賣
16	,3005.TW,神基,43.55,0.35,857,41.5,4.94,6,自連賣
17	,3006.TW,晶豪科,66.2,0,3117,72.6,-8.82,6,自連賣
18	,4168.TW,醣聯,32.05,-0.31,1372,32.15,-0.31,6,自連賣
19	,6282.TW,康舒,30.4,0.83,1860,29.85,1.84,6,自連賣
20	,8076.TW,伍豐,28.15,-0.35,431,28.6,-1.57,6,自連賣
21	,2301.TW,光寶科,64,-0.47,4678,64.5,-0.78,5,自連賣
22	,2337.TW,旺宏,35,0.57,15889,34.2,2.34,5,自連賣
23	,2345.TW,智邦,237.5,-6.5,4085,265.5,-10.55,5,自連賣
24	,2412.TW,中華電,112.5,-0.44,6521,112.5,0,5,自連賣
25	,3188.TW,鑫龍騰,12.55,-0.4,100,11.65,7.73,5,自連賣
26	,3675.TW,德微,168,2.75,1849,173.5,-3.17,5,自連賣
