符合條件商品
資料日期：2022年 12月  6日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:32 符合檔數(89)
1	,2722.TW,夏都,33.9,0.44,10,34.8,-2.59,20,自連賣
2	,2882.TW,國泰金,41.15,1.86,33982,41.4,-0.6,20,自連賣
3	,9941.TW,裕融,156.5,0,327,158,-0.95,20,自連賣
4	,6811.TW,宏碁資訊,133,-0.37,7,130.5,1.92,17,自連賣
5	,8411.TW,福貞-KY,13.1,-0.76,94,13.2,-0.76,17,自連賣
6	,6830.TW,汎銓,98,-0.1,49,99.6,-1.61,15,自連賣
7	,6835.TW,圓裕,39.2,-2,415,40.15,-2.37,14,自連賣
8	,2412.TW,中華電,112.5,-0.44,6521,112,0.45,12,自連賣
9	,2474.TW,可成,169,-1.74,2651,175,-3.43,10,自連賣
10	,2836.TW,高雄銀,12.5,-0.4,467,12.55,-0.4,10,自連賣
11	,2888.TW,新光金,8.75,-0.57,13386,8.77,-0.23,10,自連賣
12	,6689.TW,伊雲谷,87.2,-0.91,297,84.5,3.2,10,自連賣
13	,2002.TW,中鋼,30.7,0.16,37216,29,5.86,9,自連賣
14	,2885.TW,元大金,21.8,-0.91,10786,22.5,-3.11,9,自連賣
15	,3023.TW,信邦,275.5,-0.18,232,273.5,0.73,9,自連賣
16	,3209.TW,全科,35.5,-0.42,228,35.65,-0.42,9,自連賣
17	,3711.TW,日月光投控,93.8,-3.6,11870,99.7,-5.92,9,自連賣
18	,6116.TW,彩晶,11.1,0.91,3518,11.25,-1.33,9,自連賣
19	,6213.TW,聯茂,71.9,0.42,941,75.2,-4.39,9,自連賣
20	,1303.TW,南亞,70.3,-1.54,4616,75.8,-7.26,8,自連賣
21	,1326.TW,台化,69.4,-0.72,1689,73.9,-6.09,8,自連賣
22	,1409.TW,新纖,17.9,0.28,1722,17.5,2.29,8,自連賣
23	,1440.TW,南紡,17.3,-1.42,812,17.15,0.87,8,自連賣
24	,1710.TW,東聯,18.5,1.09,1345,18.15,1.93,8,自連賣
25	,1717.TW,長興,31.5,-1.25,930,31.4,0.32,8,自連賣
26	,1722.TW,台肥,53.1,-0.56,1033,55.2,-3.8,8,自連賣
27	,2105.TW,正新,33.75,-0.74,1203,34.75,-2.88,8,自連賣
28	,2308.TW,台達電,281,-1.92,5149,301,-6.64,8,自連賣
29	,2330.TW,台積電,455,-2.78,26724,478,-4.26,8,自連賣
30	,2408.TW,南亞科,51.4,-0.58,5241,54.3,-5.34,8,自連賣
31	,2436.TW,偉詮電,42,0.84,593,47.1,-10.83,8,自連賣
32	,2801.TW,彰銀,17.25,-0.29,2566,17.2,0.29,8,自連賣
33	,2834.TW,臺企銀,12.9,-0.39,8238,12.85,0.39,8,自連賣
34	,2880.TW,華南金,22.5,-1.1,4175,22.05,2.04,8,自連賣
35	,2884.TW,玉山金,24.1,-1.03,10272,24.2,-0.41,8,自連賣
36	,2886.TW,兆豐金,30.55,-0.97,8425,30.95,-1.29,8,自連賣
37	,2891.TW,中信金,21.9,-1.13,23817,22.4,-2.23,8,自連賣
38	,2897.TW,王道銀行,8.32,-0.36,812,8.49,-2,8,自連賣
39	,3189.TW,景碩,107,0,9581,134.5,-20.45,8,自連賣
40	,5880.TW,合庫金,25.95,-0.76,4866,25.8,0.58,8,自連賣
41	,6763.TW,綠界科技,412,7.57,105,422,-2.37,8,自連賣
42	,9938.TW,百和,59,4.8,4688,54.5,8.26,8,自連賣
43	,1216.TW,統一,65.9,0,2803,64.6,2.01,7,自連賣
44	,1604.TW,聲寶,25.55,-0.2,118,25.1,1.79,7,自連賣
45	,2371.TW,大同,33.7,0,4072,32.8,2.74,7,自連賣
46	,2395.TW,研華,333,-1.48,273,327,1.83,7,自連賣
47	,2912.TW,統一超,268,-1.47,996,265,1.13,7,自連賣
48	,3030.TW,德律,63.7,-0.47,122,66,-3.48,7,自連賣
49	,6192.TW,巨路,69.2,-0.86,148,70,-1.14,7,自連賣
50	,6806.TW,森崴能源,82.9,0.61,8626,70.8,17.09,7,自連賣
51	,8926.TW,台汽電,32.2,-0.46,354,32.1,0.31,7,自連賣
52	,8927.TW,北基,36.2,-1.36,276,34.65,4.47,7,自連賣
53	,2204.TW,中華,50.1,0.91,1497,55.1,-9.07,6,自連賣
54	,3703.TW,欣陸,28.15,0.18,655,29.25,-3.76,6,自連賣
55	,4968.TW,立積,113.5,2.25,1398,126,-9.92,6,自連賣
56	,9914.TW,美利達,171,-2.29,298,188,-9.04,6,自連賣
57	,1210.TW,大成,45.45,1.91,1876,44.4,2.36,5,自連賣
58	,1229.TW,聯華,49.25,0.2,537,50,-1.5,5,自連賣
59	,1503.TW,士電,59.1,-1.01,78,60.9,-2.96,5,自連賣
60	,1504.TW,東元,27.25,-0.37,1749,27.9,-2.33,5,自連賣
61	,1702.TW,南僑,44.8,-0.88,73,44.2,1.36,5,自連賣
62	,1742.TW,台蠟,14.85,0.34,89,15.2,-2.3,5,自連賣
63	,2317.TW,鴻海,101,0,15490,103,-1.94,5,自連賣
64	,2362.TW,藍天,30.6,-0.81,111,31.5,-2.86,5,自連賣
65	,2392.TW,正崴,36.85,-0.94,578,39.4,-6.47,5,自連賣
66	,2451.TW,創見,66.8,0.45,561,67.2,-0.6,5,自連賣
67	,2454.TW,聯發科,660,-0.15,2431,725,-8.97,5,自連賣
68	,2505.TW,國揚,18.25,-0.82,64,19.2,-4.95,5,自連賣
69	,2609.TW,陽明,67.3,-1.03,57425,61.7,9.08,5,自連賣
70	,2615.TW,萬海,86.2,-1.15,55180,70.6,22.1,5,自連賣
71	,2809.TW,京城銀,33.9,-3.42,3989,34.25,-1.02,5,自連賣
72	,2812.TW,台中銀,12.8,-0.39,3299,13,-1.54,5,自連賣
73	,2881.TW,富邦金,56.7,-0.18,6587,58.4,-2.91,5,自連賣
74	,2883.TW,開發金,12.7,-0.78,8936,13.15,-3.42,5,自連賣
75	,2892.TW,第一金,26.3,-0.38,6392,25.9,1.54,5,自連賣
76	,3005.TW,神基,43.55,0.35,857,42.45,2.59,5,自連賣
77	,3010.TW,華立,85.6,1.66,269,86.7,-1.27,5,自連賣
78	,3048.TW,益登,26.95,-0.92,355,28.15,-4.26,5,自連賣
79	,3056.TW,總太,30.6,0.82,476,31.15,-1.77,5,自連賣
80	,3645.TW,達邁,32.55,-1.21,101,33.9,-3.98,5,自連賣
81	,4142.TW,國光生,36.45,0.83,953,36.6,-0.41,5,自連賣
82	,4438.TW,廣越,119.5,-1.24,47,122,-2.05,5,自連賣
83	,4906.TW,正文,27.35,0.18,879,28.15,-2.84,5,自連賣
84	,5521.TW,工信,6.75,0,537,6.74,0.15,5,自連賣
