符合條件商品
資料日期：2022年  4月 27日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/27),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:19 符合檔數(107)
1	,2314.TW,台揚,38.25,-0.13,479,54.7,-30.07,14,自連賣
2	,6269.TW,台郡,99.2,-0.8,645,92.4,12.92,14,自連賣
3	,1708.TW,東鹼,40.75,-1.33,1193,57.5,-25.95,10,自連賣
4	,2388.TW,威盛,69.3,-0.14,6061,49.85,39.02,10,自連賣
5	,2476.TW,鉅祥,46.4,-0.96,356,46.3,4.25,10,自連賣
6	,3504.TW,揚明光,77.8,1.17,665,66,17.88,10,自連賣
7	,3714.TW,富采,46.6,-0.96,1148,57.9,-16.56,10,自連賣
8	,6568.TW,宏觀,168,1.51,418,151.5,15.53,10,自連賣
9	,2367.TW,燿華,17.5,-0.57,2708,16.1,8.7,9,自連賣
10	,5347.TW,世界,81.5,-1.69,3288,98.5,-11.84,9,自連賣
11	,1907.TW,永豐餘,24.45,-1.21,810,31.05,-16.07,8,自連賣
12	,2371.TW,大同,33.7,0,4072,33.3,1.2,8,自連賣
13	,2812.TW,台中銀,12.8,-0.39,3299,14.9,-8.11,8,自連賣
14	,4558.TW,寶緯,24.15,2.11,53,40.2,-34.89,8,自連賣
15	,6187.TW,萬潤,65,0.93,810,103.5,-33.38,8,自連賣
16	,2436.TW,偉詮電,42,0.84,593,69.1,-35.81,7,自連賣
17	,3583.TW,辛耘,72.6,1.26,201,75.4,-0.55,7,自連賣
18	,6435.TW,大中,99,-0.3,127,126.5,-16.9,7,自連賣
19	,1103.TW,嘉泥,17.5,-0.57,92,19.65,-7.6,6,自連賣
20	,1301.TW,台塑,86.8,-0.46,6046,104.5,-10.08,6,自連賣
21	,1313.TW,聯成,13.8,-1.78,1516,16.5,-16.36,6,自連賣
22	,1326.TW,台化,69.4,-0.72,1689,79.1,-6.77,6,自連賣
23	,1537.TW,廣隆,136.5,-0.36,24,137,4.67,6,自連賣
24	,1558.TW,伸興,120,0,27,137.5,-7.04,6,自連賣
25	,1608.TW,華榮,13.9,-1.42,1366,21.55,-28.57,6,自連賣
26	,1702.TW,南僑,44.8,-0.88,73,47.1,-0.29,6,自連賣
27	,1711.TW,永光,18.4,-1.08,779,22.1,-14.85,6,自連賣
28	,1905.TW,華紙,16.25,-1.81,591,18.75,-11.15,6,自連賣
29	,2023.TW,燁輝,16.8,-0.59,4854,21.15,-13.89,6,自連賣
30	,2027.TW,大成鋼,43.15,-1.93,15303,44.4,3.3,6,自連賣
31	,2038.TW,海光,23.05,-3.15,5951,28.5,-13.8,6,自連賣
32	,2103.TW,台橡,26.95,-1.1,635,31.2,-5.57,6,自連賣
33	,2312.TW,金寶,13.65,-1.09,2439,15.25,-9.06,6,自連賣
34	,2375.TW,凱美,56,-0.36,155,63.7,-24.49,6,自連賣
35	,2406.TW,國碩,18.8,-1.05,970,22.8,-17.54,6,自連賣
36	,2485.TW,兆赫,17.25,0.29,454,17.25,0,6,自連賣
37	,2505.TW,國揚,18.25,-0.82,64,20.1,-9.2,6,自連賣
38	,2527.TW,宏璟,20.8,-0.72,64,28.5,-17.85,6,自連賣
39	,3016.TW,嘉晶,71.2,0.28,652,92.1,-21.53,6,自連賣
40	,3049.TW,和鑫,9.18,-0.54,1037,11.45,-16.77,6,自連賣
41	,3209.TW,全科,35.5,-0.42,228,37.35,9.43,6,自連賣
42	,3260.TW,威剛,57.6,-0.17,970,70,-9.92,6,自連賣
43	,3406.TW,玉晶光,364,-0.68,820,393.5,-5.64,6,自連賣
44	,3592.TW,瑞鼎,307.5,0,497,475,-25.36,6,自連賣
45	,3665.TW,貿聯-KY,251,-2.33,1391,294.5,-12.11,6,自連賣
46	,4137.TW,麗豐-KY,206,-2.37,510,180.5,21.59,6,自連賣
47	,4532.TW,瑞智,16.2,-0.92,186,17.1,-1.1,6,自連賣
48	,4721.TW,美琪瑪,102.5,-0.49,487,129.5,-18.18,6,自連賣
49	,4912.TW,聯德控股-KY,79.8,-0.37,46,109,-24.92,6,自連賣
50	,4958.TW,臻鼎-KY,108,-1.37,2633,105,7.71,6,自連賣
51	,6150.TW,撼訊,73.1,0.14,1301,109.5,-20.71,6,自連賣
52	,6505.TW,台塑化,80.1,-1.11,1418,89.1,-6.34,6,自連賣
53	,6605.TW,帝寶,70.5,-0.98,237,57.7,27.21,6,自連賣
54	,1210.TW,大成,45.45,1.91,1876,52.5,-9.1,5,自連賣
55	,1227.TW,佳格,39.4,-0.51,249,48.75,-15.52,5,自連賣
56	,1232.TW,大統益,141.5,-0.35,131,152.5,-3.68,5,自連賣
57	,1305.TW,華夏,26.5,1.15,17566,32.55,-10.56,5,自連賣
