符合條件商品
資料日期：2022年  8月 18日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/18),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(15)
1	,3026.TW,禾伸堂,89.9,0,51,90.1,-0.22,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.6,-1.44,20,自連賣
3	,1402.TW,遠東新,31.55,-4.39,10632,30.9,2.1,8,自連賣
4	,2546.TW,根基,50.5,0.2,33,50.1,0.8,7,自連賣
5	,3548.TW,兆利,56.8,-1.22,52,64.9,-12.48,7,自連賣
6	,3703.TW,欣陸,28.15,0.18,655,29.85,-5.7,7,自連賣
7	,5880.TW,合庫金,25.95,-0.76,4866,27.75,-6.49,7,自連賣
8	,2880.TW,華南金,22.5,-1.1,4175,23.45,-4.05,6,自連賣
9	,3062.TW,建漢,23.55,0.21,1460,27.95,-15.74,6,自連賣
10	,2603.TW,長榮,167.5,-2.33,36972,97.8,-26,5,自連賣
11	,2885.TW,元大金,21.8,-0.91,10786,20.8,4.81,5,自連賣
12	,6248.TW,沛波,22.6,0.44,273,21.95,2.96,5,自連賣
13	,6763.TW,綠界科技,412,7.57,105,479.5,-14.08,5,自連賣
14	,8942.TW,森鉅,60.2,-0.17,53,66.1,-5.95,5,自連賣
15	,9933.TW,中鼎,41.85,0.6,916,45.55,-8.12,5,自連賣
