符合條件商品
資料日期：2022年 12月 21日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:30 符合檔數(279)
1	,2882.TW,國泰金,41.15,1.86,33982,40,2.87,20,自連賣
2	,6811.TW,宏碁資訊,133,-0.37,7,132,0.76,20,自連賣
3	,6835.TW,圓裕,39.2,-2,415,36.5,7.4,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.15,-0.38,20,自連賣
5	,6546.TW,正基,71.1,-0.7,189,70.9,0.28,14,自連賣
6	,4958.TW,臻鼎-KY,108,-1.37,2633,109,-0.92,12,自連賣
7	,2497.TW,怡利電,72.9,-0.82,961,72.1,1.11,9,自連賣
8	,6237.TW,驊訊,44.8,0.22,249,44.4,0.9,9,自連賣
9	,4906.TW,正文,27.35,0.18,879,26.9,1.67,8,自連賣
10	,6605.TW,帝寶,70.5,-0.98,237,70.9,-0.56,8,自連賣
11	,6670.TW,復盛應用,213,-0.7,244,209.5,1.67,8,自連賣
12	,8040.TW,九暘,54.7,1.3,584,53,3.21,8,自連賣
13	,2308.TW,台達電,281,-1.92,5149,283.5,-0.88,7,自連賣
14	,2481.TW,強茂,60.4,-0.33,2094,60.6,-0.33,7,自連賣
15	,3455.TW,由田,80.3,-0.25,313,80.2,0.12,7,自連賣
16	,6443.TW,元晶,34.1,1.19,7879,32.7,4.28,7,自連賣
17	,1217.TW,愛之味,10.9,0.46,1908,10.9,0,6,自連賣
18	,1526.TW,日馳,41.1,-0.6,88,40.9,0.49,6,自連賣
19	,2013.TW,中鋼構,59.3,-0.84,197,59.4,-0.17,6,自連賣
20	,2303.TW,聯電,41.95,-2.1,34060,42,-0.12,6,自連賣
21	,2312.TW,金寶,13.65,-1.09,2439,13.7,-0.36,6,自連賣
22	,2323.TW,中環,7.4,-1.33,1685,7.38,0.27,6,自連賣
23	,2330.TW,台積電,455,-2.78,26724,459,-0.87,6,自連賣
24	,2495.TW,普安,21.6,-2.92,2069,21.8,-0.92,6,自連賣
25	,2504.TW,國產,25.1,1.01,1440,24.75,1.41,6,自連賣
26	,2906.TW,高林,17.6,-0.28,1443,17.15,2.62,6,自連賣
27	,3059.TW,華晶科,33.4,-0.45,748,33.2,0.6,6,自連賣
28	,6206.TW,飛捷,65.6,0.46,146,65.2,0.61,6,自連賣
29	,6257.TW,矽格,48.85,0.31,824,48.2,1.35,6,自連賣
30	,6589.TW,台康生技,125.5,0.4,5833,121,3.72,6,自連賣
31	,6689.TW,伊雲谷,87.2,-0.91,297,82.9,5.19,6,自連賣
32	,6712.TW,長聖,205.5,0.49,967,198.5,3.53,6,自連賣
33	,8028.TW,昇陽半導體,57.5,-2.87,2439,58.9,-2.38,6,自連賣
34	,1101.TW,台泥,34.05,-1.16,23484,34.05,0,5,自連賣
35	,1103.TW,嘉泥,17.5,-0.57,92,17.45,0.29,5,自連賣
36	,1104.TW,環泥,22.25,-0.22,144,22.2,0.23,5,自連賣
37	,1201.TW,味全,19.05,0,164,19,0.26,5,自連賣
38	,1210.TW,大成,45.45,1.91,1876,44.1,3.06,5,自連賣
39	,1215.TW,卜蜂,78.3,0.77,1049,77,1.69,5,自連賣
40	,1216.TW,統一,65.9,0,2803,65.4,0.76,5,自連賣
41	,1219.TW,福壽,18.9,0.8,834,18.55,1.89,5,自連賣
42	,1227.TW,佳格,39.4,-0.51,249,39.15,0.64,5,自連賣
43	,1229.TW,聯華,49.25,0.2,537,48.9,0.72,5,自連賣
44	,1232.TW,大統益,141.5,-0.35,131,141,0.35,5,自連賣
45	,1301.TW,台塑,86.8,-0.46,6046,85.4,1.64,5,自連賣
46	,1303.TW,南亞,70.3,-1.54,4616,70.5,-0.28,5,自連賣
47	,1309.TW,台達化,22.2,-0.45,1316,21.2,4.72,5,自連賣
48	,1310.TW,台苯,13.55,1.12,233,13.2,2.65,5,自連賣
49	,1313.TW,聯成,13.8,-1.78,1516,13.5,2.22,5,自連賣
50	,1319.TW,東陽,41.05,0.37,2564,41.1,-0.12,5,自連賣
51	,1325.TW,恆大,27.7,5.32,6157,27.15,2.03,5,自連賣
52	,1326.TW,台化,69.4,-0.72,1689,69.4,0,5,自連賣
