符合條件商品
資料日期：2022年  3月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:26 符合檔數(24)
1	,4743.TW,合一,259.5,-1.14,14786,209.5,23.87,12,自連賣
2	,2421.TW,建準,44.85,-2.82,1233,42.5,9.12,9,自連賣
3	,2038.TW,海光,23.05,-3.15,5951,33.45,-26.57,8,自連賣
4	,2486.TW,一詮,21.55,-0.23,1380,41.25,-47.08,8,自連賣
5	,2915.TW,潤泰全,66.7,0.15,4192,107.5,-32.74,8,自連賣
6	,3484.TW,崧騰,43,-0.69,72,73,-36.93,8,自連賣
7	,3704.TW,合勤控,33.85,-2.31,2930,30.2,6.98,8,自連賣
8	,3710.TW,連展投控,11.25,2.27,1915,15.3,-26.47,8,自連賣
9	,5243.TW,乙盛-KY,59.3,0.51,535,57.1,6.01,8,自連賣
10	,1605.TW,華新,46.75,-1.68,42087,29.55,64.67,7,自連賣
11	,1707.TW,葡萄王,160.5,-1.23,644,142,18.05,7,自連賣
12	,2634.TW,漢翔,34.55,3.13,14471,29.3,19.14,7,自連賣
13	,3260.TW,威剛,57.6,-0.17,970,88.7,-28.92,7,自連賣
14	,5285.TW,界霖,61.2,0,133,92.2,-30.03,7,自連賣
15	,5434.TW,崇越,167.5,0.9,197,170,4.04,7,自連賣
16	,2636.TW,台驊投控,76.3,-0.91,1346,139.5,-39.38,6,自連賣
17	,3211.TW,順達,73.1,-0.14,70,121,-30.32,6,自連賣
18	,6284.TW,佳邦,50.8,0.2,322,56.5,-7.74,6,自連賣
19	,8183.TW,精星,54.1,-0.18,400,53.9,2.58,6,自連賣
20	,8422.TW,可寧衛,177.5,0,124,199.5,-6.14,6,自連賣
21	,8938.TW,明安,94.7,-0.53,233,76.8,32.34,6,自連賣
22	,1723.TW,中碳,105.5,-0.47,103,119,-8.18,5,自連賣
23	,1909.TW,榮成,15.55,-0.32,1849,20.85,-19.39,5,自連賣
24	,4167.TW,松瑞藥,26.55,1.53,84752,16.3,62.88,5,自連賣
