符合條件商品
資料日期：2022年  9月 29日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:50 符合檔數(34)
1	,4157.TW,太景*-KY,16.15,-1.52,3200,15.05,7.31,17,自連賣
2	,6120.TW,達運,9.05,2.38,1626,8.59,5.36,13,自連賣
3	,6706.TW,惠特,89.3,1.59,265,82.4,8.37,13,自連賣
4	,2231.TW,為升,142,-2.07,335,163,-4.17,11,自連賣
5	,1708.TW,東鹼,40.75,-1.33,1193,41.45,-1.69,10,自連賣
6	,2030.TW,彰源,23.95,1.27,3219,22.85,4.81,8,自連賣
7	,3701.TW,大眾控,38.25,-0.39,146,37.35,2.41,8,自連賣
8	,6683.TW,雍智科技,189.5,0.26,103,176.5,7.37,8,自連賣
9	,9941.TW,裕融,156.5,0,327,145,7.93,8,自連賣
10	,1709.TW,和益,22.45,0,297,22.4,0.22,7,自連賣
11	,2375.TW,凱美,56,-0.36,155,49.5,13.13,7,自連賣
12	,2881.TW,富邦金,56.7,-0.18,6587,50.3,12.72,7,自連賣
13	,3645.TW,達邁,32.55,-1.21,101,32.7,-0.46,7,自連賣
14	,6756.TW,威鋒電子,191,-2.05,282,175,9.14,7,自連賣
15	,6834.TW,天二科技,25.1,-1.38,20,24.7,1.62,7,自連賣
16	,8454.TW,富邦媒,626,0,570,544,15.07,7,自連賣
17	,3228.TW,金麗科,187,-1.32,123,281.5,-33.57,6,自連賣
18	,3504.TW,揚明光,77.8,1.17,665,85.7,-9.22,6,自連賣
19	,3689.TW,湧德,33.1,1.38,189,30.15,9.78,6,自連賣
20	,6509.TW,聚和,41.15,4.71,2507,37.1,10.92,6,自連賣
21	,1560.TW,中砂,109.5,-1.35,2814,120,-8.75,5,自連賣
22	,2367.TW,燿華,17.5,-0.57,2708,19.65,-10.94,5,自連賣
23	,2608.TW,嘉里大榮,38.05,-0.39,337,37.9,0.4,5,自連賣
24	,2634.TW,漢翔,34.55,3.13,14471,34,1.62,5,自連賣
25	,2888.TW,新光金,8.75,-0.57,13386,8.3,5.42,5,自連賣
26	,3141.TW,晶宏,79.9,0.63,950,86,-7.09,5,自連賣
27	,3324.TW,雙鴻,151,-0.66,649,137,10.22,5,自連賣
28	,5425.TW,台半,75.3,0,4216,79.6,-5.4,5,自連賣
29	,5457.TW,宣德,49.5,-0.2,374,49.55,-0.1,5,自連賣
30	,6188.TW,廣明,40.45,-0.37,336,37.5,7.87,5,自連賣
31	,6548.TW,長科*,29.95,0,316,29.25,4.68,5,自連賣
32	,6719.TW,力智,256,-0.97,769,220.5,16.1,5,自連賣
33	,6830.TW,汎銓,98,-0.1,49,98.3,-0.31,5,自連賣
34	,9958.TW,世紀鋼,88.9,-1.22,9352,62.1,43.16,5,自連賣
