符合條件商品
資料日期：2022年  3月 24日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:24 符合檔數(10)
1	,2542.TW,興富發,40.35,-3.93,8630,45.75,5.91,8,自連賣
2	,2945.TW,三商家購,42.25,0,0,62.8,-29.04,8,自連賣
3	,3310.TW,佳穎,41.9,-0.12,23,39.45,12.6,8,自連賣
4	,3605.TW,宏致,32,-1.23,111,51,-34.77,6,自連賣
5	,5498.TW,凱崴,11.45,1.33,784,12.25,-6.53,6,自連賣
6	,2342.TW,茂矽,38.65,1.44,640,43.75,-10.45,5,自連賣
7	,2636.TW,台驊投控,76.3,-0.91,1346,127.5,-33.68,5,自連賣
8	,3289.TW,宜特,77.8,1.7,3592,53.9,44.34,5,自連賣
9	,6125.TW,廣運,25.45,0.79,1033,26.65,1.31,5,自連賣
10	,6477.TW,安集,45.15,0.22,708,63.3,-27.84,5,自連賣
