符合條件商品
資料日期：2022年  3月  7日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:27 符合檔數(26)
1	,2542.TW,興富發,40.35,-3.93,8630,49.3,-1.73,20,自連賣
2	,3596.TW,智易,98.3,-0.2,490,111.5,-6,12,自連賣
3	,2852.TW,第一保,15.8,0.32,77,14.6,17.21,10,自連賣
4	,2383.TW,台光電,176.5,-0.84,2034,262,-28.5,7,自連賣
5	,4743.TW,合一,259.5,-1.14,14786,224.5,15.59,7,自連賣
6	,8110.TW,華東,11.6,-1.28,672,16.3,-28.08,7,自連賣
7	,8213.TW,志超,36.4,0,113,48.2,-15.35,7,自連賣
8	,9802.TW,鈺齊-KY,162,0.31,3063,108.5,53.25,7,自連賣
9	,2427.TW,三商電,11.95,0,66,12.4,-0.91,6,自連賣
10	,2816.TW,旺旺保,15.85,-0.31,49,19.3,-12.72,6,自連賣
11	,5347.TW,世界,81.5,-1.69,3288,123.5,-29.69,6,自連賣
12	,5519.TW,隆大,22.8,0.44,85,23,8.73,6,自連賣
13	,1529.TW,樂事綠能,19.3,-1.28,1172,22.05,-5.35,5,自連賣
14	,1532.TW,勤美,28.45,-0.52,120,34.35,-11.01,5,自連賣
15	,2425.TW,承啟,28.6,0.53,1060,26.75,9.2,5,自連賣
16	,2453.TW,凌群,25.45,0.79,70,24.7,10.99,5,自連賣
17	,3003.TW,健和興,70.4,0.28,187,84.8,-14.99,5,自連賣
18	,3310.TW,佳穎,41.9,-0.12,23,39.1,13.61,5,自連賣
19	,4552.TW,力達-KY,29.7,-0.67,16,33.1,-7.22,5,自連賣
20	,4961.TW,天鈺,117,0.86,1402,205.5,-34.54,5,自連賣
21	,6441.TW,廣錠,53.6,2.1,584,43.55,23.08,5,自連賣
22	,6581.TW,鋼聯,91.2,-0.76,47,86.6,10.26,5,自連賣
23	,6715.TW,嘉基,130,-2.26,387,102.5,28.32,5,自連賣
24	,8091.TW,翔名,86,0.35,634,85.1,6.85,5,自連賣
25	,8155.TW,博智,108,-1.37,385,174,-34.8,5,自連賣
26	,8358.TW,金居,51.3,-0.58,1372,70.9,-20.42,5,自連賣
