符合條件商品
資料日期：2021年 12月  1日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/01),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:37 符合檔數(23)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.1,-14.61,20,自連賣
2	,1449.TW,佳和,16.75,9.84,963,15.1,-23.59,17,自連賣
3	,2404.TW,漢唐,182,-2.41,755,179,10.21,14,自連賣
4	,6525.TW,捷敏-KY,69.3,-0.29,80,94.1,-21.05,10,自連賣
5	,6282.TW,康舒,30.4,0.83,1860,33.25,-5.65,8,自連賣
6	,8358.TW,金居,51.3,-0.58,1372,75.3,-25.07,7,自連賣
7	,2314.TW,台揚,38.25,-0.13,479,80.4,-52.43,6,自連賣
8	,6290.TW,良維,54,-0.18,323,51.7,8.5,6,自連賣
9	,6683.TW,雍智科技,189.5,0.26,103,322.5,-38.87,6,自連賣
10	,9904.TW,寶成,34.05,0.44,6898,32.5,10.55,6,自連賣
11	,9908.TW,大台北,31.45,0.96,26,33.4,-2.66,6,自連賣
12	,1314.TW,中石化,9.86,-1,4928,12.75,-19.44,5,自連賣
13	,2014.TW,中鴻,27.6,1.1,53751,35.4,-13.62,5,自連賣
14	,2027.TW,大成鋼,43.15,-1.93,15303,46.2,-0.71,5,自連賣
15	,2231.TW,為升,142,-2.07,335,181,-13.08,5,自連賣
16	,2354.TW,鴻準,51.4,-1.15,1092,64.9,-17.83,5,自連賣
17	,2383.TW,台光電,176.5,-0.84,2034,279.5,-32.98,5,自連賣
18	,2727.TW,王品,158,-1.56,228,137.5,14.91,5,自連賣
19	,2809.TW,京城銀,33.9,-3.42,3989,40.6,-11.67,5,自連賣
20	,5609.TW,中菲行,71.8,-1.64,274,101,-20.93,5,自連賣
21	,6443.TW,元晶,34.1,1.19,7879,35.4,-3.67,5,自連賣
22	,6743.TW,安普新,36.05,0,50,76.9,-52.45,5,自連賣
23	,8046.TW,南電,242,-0.41,10124,608,-58.77,5,自連賣
