符合條件商品
資料日期：2022年  8月 25日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:02 符合檔數(17)
1	,3026.TW,禾伸堂,89.9,0,51,90,-0.11,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.15,-0.36,20,自連賣
3	,6763.TW,綠界科技,412,7.57,105,502,-17.93,10,自連賣
4	,8942.TW,森鉅,60.2,-0.17,53,65.8,-5.52,10,自連賣
5	,6121.TW,新普,288.5,-0.35,276,287,5.26,9,自連賣
6	,2412.TW,中華電,112.5,-0.44,6521,122,-7.79,6,自連賣
7	,3162.TW,精確,49,-1.31,3011,50,-2,6,自連賣
8	,3701.TW,大眾控,38.25,-0.39,146,52.3,-26.86,6,自連賣
9	,6854.TW,錼創科技-KY創,102,-4.23,79,104,-1.92,6,自連賣
10	,8121.TW,越峰,25.05,-1.38,169,32.55,-23.04,6,自連賣
11	,2614.TW,東森,23.3,1.75,3526,25,-6.8,5,自連賣
12	,3010.TW,華立,85.6,1.66,269,92.7,-7.66,5,自連賣
13	,3028.TW,增你強,28.6,1.06,236,29.45,-2.89,5,自連賣
14	,3293.TW,鈊象,425.5,-0.23,3602,387,9.95,5,自連賣
15	,3587.TW,閎康,165,3.13,1620,125,32,5,自連賣
16	,4915.TW,致伸,55.1,-0.9,3460,66.8,-17.51,5,自連賣
17	,6715.TW,嘉基,130,-2.26,387,148,-12.16,5,自連賣
