符合條件商品
資料日期：2021年 12月  3日
策略,	05準確度
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資,	外資,	自營商,	投信,	融券,	借券
執行時間：2021-12-05 18:05 符合檔數(1451)
293	,2347.TW,聯強,59.6,0.17,4272,0.5,0.53,0.48,0.47,0.39,0.41
294	,2348.TW,海悅,104,0.97,298,0.59,0.65,0.5,0,0.37,0.38
295	,2351.TW,順德,164,5.81,4080,0.63,0.58,0.62,0.6,0.37,0.52
296	,2352.TW,佳世達,29.95,2.39,5509,0.55,0.59,0.58,0.57,0.43,0.5
297	,2353.TW,宏碁,30.15,7.3,105229,0.5,0.58,0.64,0.38,0.44,0.45
298	,2354.TW,鴻準,64.4,0.16,3201,0.58,0.64,0.45,0.47,0.38,0.47
299	,2355.TW,敬鵬,36,-0.69,8990,0.58,0.63,0.6,0.15,0.46,0.52
300	,2356.TW,英業達,25.65,0.39,8585,0.39,0.62,0.53,0.5,0.5,0.45
301	,2357.TW,華碩,365.5,0.55,2419,0.4,0.63,0.47,0.49,0.4,0.39
302	,2358.TW,廷鑫,21.5,0.47,853,0.57,0.53,0.27,0.4,0.19,0.44
303	,2359.TW,所羅門,17.3,0.29,105,0.54,0.54,0.38,0,0.3,0.45
304	,2360.TW,致茂,182,0.55,368,0.42,0.69,0.59,0.54,0.3,0.49
305	,2362.TW,藍天,31.45,0.48,233,0.43,0.64,0.49,0.1,0.37,0.49
306	,2363.TW,矽統,26.75,2.69,17748,0.58,0.65,0.51,0,0.29,0.49
307	,2365.TW,昆盈,11,1.38,357,0.58,0.57,0.42,0,0.31,0.4
308	,2367.TW,燿華,18.5,0.82,4373,0.63,0.65,0.75,0.17,0.46,0.45
309	,2368.TW,金像電,73.1,-0.41,8882,0.52,0.61,0.75,0.63,0.21,0.48
310	,2369.TW,菱生,27,0.19,7950,0.57,0.61,0.51,0,0.31,0.46
311	,2371.TW,大同,34.6,1.76,30408,0.49,0.66,0.51,0.34,0.28,0.51
312	,2373.TW,震旦行,90.3,0.78,22,0.19,0.63,0.47,0,0,0.42
313	,2374.TW,佳能,23.85,3.47,16306,0.52,0.57,0.46,0,0.32,0.44
314	,2375.TW,凱美,116.5,3.1,9585,0.61,0.59,0.58,0.51,0.45,0.49
315	,2376.TW,技嘉,141,3.3,15585,0.53,0.68,0.59,0.64,0.37,0.49
316	,2377.TW,微星,161.5,0.31,3801,0.42,0.55,0.55,0.57,0.37,0.47
317	,2379.TW,瑞昱,555,0.18,1267,0.47,0.59,0.65,0.61,0.36,0.44
318	,2382.TW,廣達,87.8,-0.11,5823,0.39,0.59,0.5,0.6,0.37,0.39
319	,2383.TW,台光電,274.5,2.04,3318,0.44,0.61,0.62,0.59,0.38,0.43
320	,2385.TW,群光,81.1,0.25,810,0.45,0.57,0.5,0.6,0.34,0.5
321	,2387.TW,精元,46.45,1.2,1124,0.57,0.62,0.64,0.33,0.43,0.49
322	,2388.TW,威盛,90.4,3.2,48857,0.62,0.69,0.35,0.11,0.44,0.3
323	,2390.TW,云辰,21.1,0,1906,0.61,0.63,0.46,0,0.35,0.57
324	,2392.TW,正崴,38.15,0.39,638,0.59,0.62,0.63,0.27,0.47,0.45
325	,2393.TW,億光,51.8,1.57,2499,0.52,0.61,0.6,0.41,0.43,0.46
326	,2395.TW,研華,374,-1.45,1013,0.32,0.68,0.49,0.55,0.24,0.43
327	,2397.TW,友通,59.9,2.92,116,0.52,0.55,0.47,0,0,0.4
328	,2399.TW,映泰,23.8,2.59,8286,0.55,0.57,0.45,0,0.28,0.53
329	,2401.TW,凌陽,41.25,2.36,14097,0.57,0.6,0.67,0.06,0.34,0.44
330	,2402.TW,毅嘉,16.65,1.22,301,0.49,0.66,0.47,0,0.42,0.39
331	,2404.TW,漢唐,177,-1.12,833,0.49,0.64,0.65,0.45,0.47,0.46
332	,2406.TW,國碩,24.85,0.4,48818,0.57,0.53,0.35,0.17,0.22,0.35
333	,2408.TW,南亞科,78.8,-1.25,33712,0.34,0.67,0.61,0.62,0.37,0.45
334	,2409.TW,友達,20.85,1.71,102948,0.53,0.59,0.63,0.62,0.39,0.51
335	,2412.TW,中華電,113.5,-0.44,4956,0.24,0.51,0.4,0.39,0.29,0.32
336	,2413.TW,環科,22.25,-0.22,2724,0.66,0.62,0.38,0,0.34,0.43
337	,2414.TW,精技,39.15,0.51,160,0.48,0.51,0.28,0.2,0.35,0.32
338	,2415.TW,錩新,46.95,0.32,649,0.62,0.51,0.39,0,0.34,0.43
339	,2417.TW,圓剛,25.3,2.43,705,0.61,0.56,0.56,0,0.41,0.49
340	,2419.TW,仲琦,24.1,-1.23,3180,0.54,0.59,0.55,0,0.3,0.53
341	,2420.TW,新巨,46.55,1.42,482,0.57,0.68,0.36,0.03,0.22,0.4
342	,2421.TW,建準,41.8,0,796,0.5,0.68,0.64,0.32,0.39,0.45
343	,2423.TW,固緯,28.2,0.18,155,0.54,0.62,0.36,0,0.07,0.35
344	,2425.TW,承啟,27.35,0.18,102,0.55,0.43,0.42,0,0.32,0.6
345	,2426.TW,鼎元,29,4.88,14988,0.63,0.59,0.51,0.09,0.36,0.45
346	,2427.TW,三商電,11.05,0,94,0.42,0.53,0.34,0,0.03,0.33
347	,2428.TW,興勤,153.5,2.33,321,0.61,0.56,0.59,0.42,0.38,0.41
348	,2430.TW,燦坤,41.8,3.72,1439,0.53,0.61,0.4,0,0.18,0.36
349	,2431.TW,聯昌,13.05,1.16,7312,0.52,0.59,0.35,0,0.26,0.4
350	,2433.TW,互盛電,51.3,-0.19,14,0.44,0.61,0.45,0,0,0.35
351	,2434.TW,統懋,40,1.27,14,0.5,0.21,0.04,0,0.43,0
352	,2436.TW,偉詮電,99,3.13,21252,0.62,0.59,0.55,0.41,0.34,0.43
353	,2439.TW,美律,94.5,-1.56,3581,0.49,0.67,0.44,0.42,0.35,0.53
354	,2441.TW,超豐,77.8,-0.51,1041,0.57,0.49,0.54,0.52,0.48,0.41
355	,2442.TW,新美齊,11.4,1.33,846,0.53,0.57,0.33,0,0.39,0.43
356	,2449.TW,京元電子,44.4,1.6,7774,0.42,0.58,0.62,0.59,0.44,0.46
357	,2450.TW,神腦,32.95,-0.45,89,0.44,0.61,0.5,0,0,0.46
358	,2451.TW,創見,69.8,0,407,0.48,0.56,0.51,0.5,0.42,0.49
359	,2453.TW,凌群,26.35,-0.19,274,0.59,0.55,0.32,0,0.45,0.42
360	,2454.TW,聯發科,1060,-1.85,4782,0.4,0.74,0.61,0.65,0.34,0.42
361	,2455.TW,全新,147.5,2.08,3420,0.37,0.59,0.73,0.63,0.37,0.45
362	,2456.TW,奇力新,93,1.75,1472,0.5,0.6,0.77,0.6,0.38,0.47
363	,2457.TW,飛宏,36.2,1.54,2374,0.57,0.6,0.54,0,0.3,0.47
364	,2458.TW,義隆,162,0.62,1365,0.47,0.66,0.59,0.61,0.39,0.46
365	,2459.TW,敦吉,58.5,-0.51,106,0.55,0.57,0.43,0,0,0.35
366	,2460.TW,建通,27.05,1.12,819,0.6,0.51,0.48,0.09,0.3,0.39
367	,2461.TW,光群雷,22.85,0.66,592,0.6,0.62,0.38,0,0.26,0.44
368	,2462.TW,良得電,28.05,1.08,170,0.49,0.61,0.3,0,0.2,0.41
369	,2464.TW,盟立,41.95,0,448,0.59,0.65,0.58,0.07,0.4,0.49
370	,2465.TW,麗臺,74.3,-0.13,5454,0.22,0.53,0.18,0,0.47,0.47
371	,2466.TW,冠西電,36.2,0,74,0.44,0.68,0.35,0,0.18,0.4
372	,2467.TW,志聖,50.7,0,191,0.62,0.64,0.5,0.1,0.34,0.47
373	,2468.TW,華經,13.1,0,31,0.5,0.48,0.31,0,0.13,0.34
374	,2471.TW,資通,25.15,0.4,51,0.54,0.63,0.28,0,0.24,0.38
375	,2472.TW,立隆電,68.2,-0.58,1347,0.57,0.61,0.49,0.28,0.46,0.48
376	,2474.TW,可成,149.5,0.34,2536,0.28,0.64,0.61,0.54,0.44,0.51
377	,2476.TW,鉅祥,63.1,3.95,6843,0.54,0.45,0.4,0.3,0.27,0.35
378	,2477.TW,美隆電,31.2,0.32,375,0.6,0.51,0.46,0,0.35,0.41
379	,2478.TW,大毅,66.8,0.75,268,0.59,0.62,0.69,0,0.44,0.52
380	,2480.TW,敦陽科,72,0,109,0.55,0.66,0.47,0.23,0.17,0.45
381	,2481.TW,強茂,111.5,4.21,59726,0.59,0.63,0.78,0.55,0.31,0.49
382	,2482.TW,連宇,14.4,1.41,313,0.5,0.46,0.33,0,0.15,0.32
383	,2483.TW,百容,24,1.05,118,0.45,0.52,0.33,0,0.19,0.33
384	,2484.TW,希華,40.3,0.12,4983,0.65,0.47,0.39,0.12,0.38,0.42
385	,2485.TW,兆赫,21.3,2.4,2392,0.67,0.65,0.57,0.2,0.44,0.47
386	,2486.TW,一詮,53.5,-0.19,4145,0.61,0.54,0.53,0.39,0.27,0.36
387	,2488.TW,漢平,27.25,0.74,52,0.53,0.7,0.35,0,0.3,0.39
388	,2489.TW,瑞軒,18.05,0.28,3844,0.47,0.63,0.64,0.05,0.35,0.48
389	,2491.TW,吉祥全,21.65,0.7,253,0.45,0.52,0.44,0,0.33,0.35
390	,2492.TW,華新科,172.5,0.88,3563,0.53,0.65,0.66,0.66,0.44,0.47
391	,2493.TW,揚博,37.6,0,156,0.58,0.64,0.38,0,0.3,0.4
392	,2495.TW,普安,15,0,191,0.55,0.53,0.42,0,0.28,0.42
393	,2496.TW,卓越,49.4,0,9,0.46,0.43,0.2,0,0.07,0.24
394	,2497.TW,怡利電,70.6,7.29,4379,0.67,0.64,0.3,0.33,0.3,0.42
395	,2498.TW,宏達電,85.2,6.23,139494,0.57,0.69,0.73,0.17,0.37,0.49
396	,2501.TW,國建,19.45,-0.26,374,0.49,0.63,0.5,0,0.29,0.45
397	,2504.TW,國產,26.9,0.75,2116,0.52,0.65,0.59,0.45,0.35,0.45
398	,2505.TW,國揚,23.65,-0.42,279,0.47,0.57,0.52,0.05,0.45,0.49
399	,2506.TW,太設,9.75,-0.1,33,0.48,0.59,0.29,0,0.07,0.37
400	,2509.TW,全坤建,18.25,0,123,0.47,0.58,0.37,0,0.19,0.42
401	,2511.TW,太子,13.1,0.38,819,0.51,0.56,0.43,0,0.2,0.44
402	,2514.TW,龍邦,17.95,0,109,0.45,0.56,0.47,0,0.02,0.42
403	,2515.TW,中工,8.78,0.34,1963,0.57,0.69,0.63,0,0.28,0.48
404	,2520.TW,冠德,38.75,0.39,2026,0.51,0.57,0.66,0.36,0.43,0.45
405	,2524.TW,京城,41.9,-0.83,79,0.55,0.62,0.35,0,0.29,0.38
406	,2527.TW,宏璟,32.45,0,272,0.53,0.62,0.36,0.33,0.33,0.39
407	,2528.TW,皇普,21.6,0.47,23,0.41,0.53,0.25,0,0,0.42
408	,2530.TW,華建,14.6,0,433,0.48,0.55,0.38,0,0.25,0.48
409	,2534.TW,宏盛,22.55,-0.22,812,0.5,0.6,0.48,0.09,0.31,0.49
410	,2535.TW,達欣工,32.15,-0.46,214,0.55,0.55,0.45,0.18,0.3,0.37
411	,2536.TW,宏普,22.55,0.45,222,0.52,0.49,0.47,0,0.05,0.35
412	,2537.TW,聯上發,10.6,1.44,4751,0.62,0.56,0.37,0,0.3,0.43
413	,2538.TW,基泰,14,-1.75,3192,0.52,0.57,0.34,0,0.24,0.44
414	,2539.TW,櫻花建,31.15,0,103,0.46,0.62,0.33,0,0.2,0.41
415	,2540.TW,愛山林,74.8,0,27,0.46,0.56,0.33,0,0.19,0.26
416	,2542.TW,興富發,46.3,0,2886,0.47,0.63,0.49,0.33,0.41,0.49
417	,2545.TW,皇翔,36.95,-0.14,237,0.56,0.62,0.41,0,0.38,0.39
418	,2546.TW,根基,49.7,0,60,0.5,0.64,0.36,0,0.11,0.33
419	,2547.TW,日勝生,10,-0.5,889,0.5,0.58,0.43,0,0.28,0.52
420	,2548.TW,華固,92.1,0.44,198,0.51,0.55,0.52,0.48,0.39,0.45
421	,2596.TW,綠意,23.45,0.43,92,0.55,0.55,0,0,0,0.05
422	,2597.TW,潤弘,121,0.41,98,0.57,0.56,0.36,0.2,0.37,0.35
423	,2601.TW,益航,13.25,-1.12,12257,0.45,0.52,0.57,0,0.31,0.52
424	,2603.TW,長榮,133.5,0.38,227218,0.52,0.58,0.62,0.62,0.33,0.41
425	,2605.TW,新興,28.8,-2.04,11991,0.55,0.59,0.63,0.23,0.39,0.49
426	,2606.TW,裕民,56.2,-0.35,12390,0.55,0.67,0.57,0.51,0.42,0.51
427	,2607.TW,榮運,29.4,-1.01,24243,0.53,0.4,0.49,0.06,0.33,0.37
428	,2608.TW,嘉里大榮,44.6,-0.56,845,0.56,0.51,0.44,0.16,0.15,0.45
429	,2609.TW,陽明,121,-0.82,124056,0.26,0.59,0.42,0.67,0.28,0.26
430	,2610.TW,華航,25.8,-1.15,300846,0.56,0.65,0.63,0.54,0.36,0.52
431	,2611.TW,志信,20.1,-0.99,2721,0.53,0.58,0.3,0,0.2,0.47
432	,2612.TW,中航,57.1,-2.39,2876,0.7,0.6,0.38,0,0.44,0.49
433	,2613.TW,中櫃,26.7,0,617,0.52,0.48,0.32,0,0.08,0.32
434	,2614.TW,東森,32.6,0.62,3641,0.55,0.62,0.5,0.06,0.4,0.52
435	,2615.TW,萬海,164.5,-2.95,71805,0.53,0.6,0.53,0.62,0.32,0.45
436	,2616.TW,山隆,36.1,0,47,0.44,0.6,0.35,0,0,0.31
437	,2617.TW,台航,37.1,-2.5,6405,0.57,0.61,0.47,0.08,0.24,0.48
438	,2618.TW,長榮航,25.15,0.6,142550,0.55,0.59,0.51,0.49,0.38,0.47
439	,2633.TW,台灣高鐵,29.65,-0.84,3530,0.54,0.61,0.65,0.59,0.47,0.49
440	,2634.TW,漢翔,29.35,1.03,1566,0.57,0.66,0.6,0.39,0.48,0.45
441	,2636.TW,台驊投控,142,-1.39,8554,0.6,0.6,0.48,0.2,0.36,0.36
442	,2637.TW,慧洋-KY,73,-2.54,11019,0.57,0.61,0.53,0.38,0.43,0.5
443	,2640.TW,大車隊,74,0.14,38,0.48,0.66,0,0,0.08,0.25
444	,2641.TW,正德,27.85,0.54,34345,0.53,0.51,0.19,0,0.13,0.48
445	,2642.TW,宅配通,74.9,0.4,948,0.57,0.53,0.31,0,0.29,0.46
446	,2643.TW,捷迅,77.9,-0.26,103,0.68,0.52,0.22,0,0.2,0.43
447	,2701.TW,萬企,12.15,-0.41,52,0.4,0.48,0.37,0,0,0.35
448	,2704.TW,國賓,31.4,0.96,525,0.49,0.59,0.36,0,0.39,0.38
449	,2705.TW,六福,17.65,0.57,37,0.2,0.63,0.06,0,0,0.44
450	,2706.TW,第一店,14.2,0,66,0.51,0.55,0.31,0,0.28,0.37
451	,2707.TW,晶華,147.5,0.68,99,0.54,0.59,0.49,0.12,0.36,0.46
452	,2712.TW,遠雄來,37.45,0,4,0.32,0.43,0.04,0,0,0.06
453	,2722.TW,夏都,30.3,-1.14,38,0.5,0.42,0.17,0,0.2,0.11
454	,2723.TW,美食-KY,118.5,0.42,281,0.43,0.62,0.61,0.53,0.4,0.54
455	,2726.TW,雅茗-KY,33.2,-0.9,20,0.55,0.57,0.08,0,0.18,0.4
456	,2727.TW,王品,135.5,0.37,261,0.56,0.61,0.53,0.24,0.41,0.46
457	,2731.TW,雄獅,83.9,0.12,184,0.6,0.64,0.38,0.17,0.39,0.49
458	,2732.TW,六角,94,0.64,87,0.61,0.58,0.65,0.1,0.38,0.53
459	,2736.TW,高野,14.95,0,35,0.54,0.45,0.07,0,0.19,0.29
460	,2739.TW,寒舍,22.8,0.88,12,0.45,0.51,0.27,0,0.36,0.4
461	,2743.TW,山富,21.85,0.23,16,0.49,0.33,0,0,0,0
462	,2748.TW,雲品,40.6,0.74,67,0.55,0.57,0.29,0.06,0.1,0.38
463	,2754.TW,亞洲藏壽司,75,-0.27,19,0.6,0.59,0.33,0,0.27,0.22
464	,2801.TW,彰銀,16.65,0.6,5702,0.39,0.55,0.51,0.42,0.35,0.42
465	,2809.TW,京城銀,40.5,-0.12,2760,0.42,0.58,0.47,0.47,0.23,0.39
466	,2812.TW,台中銀,12,0.42,5727,0.41,0.52,0.48,0.32,0.32,0.3
467	,2816.TW,旺旺保,19.5,0.52,48,0.52,0.59,0.35,0,0.07,0.31
468	,2820.TW,華票,17.4,0.29,337,0.46,0.47,0.43,0.41,0.21,0.3
469	,2823.TW,中壽,30.65,0.49,9016,0.46,0.57,0.39,0.48,0.43,0.39
470	,2832.TW,台產,20.05,-0.25,68,0.4,0.53,0.4,0,0.06,0.28
471	,2834.TW,臺企銀,9.66,0.42,14521,0.41,0.64,0.45,0.38,0.39,0.41
472	,2836.TW,高雄銀,11.65,0.43,186,0.56,0.66,0.46,0.08,0,0.41
473	,2838.TW,聯邦銀,12.25,0,2510,0.37,0.57,0.42,0.1,0.07,0.28
474	,2845.TW,遠東銀,10.55,0.96,2781,0.43,0.57,0.4,0.4,0.16,0.31
475	,2849.TW,安泰銀,16.55,-0.3,317,0.4,0.65,0.33,0.24,0,0.38
476	,2850.TW,新產,47.4,0,117,0.4,0.55,0.47,0.06,0,0.34
477	,2851.TW,中再保,28.8,1.05,603,0.5,0.56,0.49,0.33,0.23,0.33
478	,2852.TW,第一保,14.5,0.35,228,0.38,0.49,0.36,0,0,0.24
479	,2855.TW,統一證,23.15,1.09,747,0.45,0.59,0,0.34,0.35,0.41
480	,2867.TW,三商壽,9.25,0.11,2304,0.37,0.69,0.44,0.29,0.46,0.51
481	,2880.TW,華南金,20.6,0.24,8862,0.45,0.66,0.43,0.46,0.38,0.35
482	,2881.TW,富邦金,73.9,0.27,18529,0.41,0.69,0.6,0.48,0.5,0.48
483	,2882.TW,國泰金,59.9,0.67,14779,0.43,0.63,0.6,0.53,0.49,0.47
484	,2883.TW,開發金,16.35,1.24,65097,0.49,0.68,0.53,0.51,0.45,0.43
485	,2884.TW,玉山金,27.85,0.54,15585,0.48,0.6,0.54,0.52,0.51,0.36
486	,2885.TW,元大金,24.75,0.81,17859,0.4,0.64,0.53,0.46,0.35,0.41
487	,2886.TW,兆豐金,34.15,-0.29,13555,0.44,0.63,0.52,0.53,0.39,0.33
488	,2887.TW,台新金,18.55,-0.27,13763,0.45,0.71,0.51,0.43,0.38,0.39
489	,2888.TW,新光金,10.55,0.96,58296,0.4,0.73,0.5,0.47,0.43,0.46
490	,2889.TW,國票金,15.9,0,2400,0.49,0.61,0.39,0.38,0.5,0.33
491	,2890.TW,永豐金,15.2,0.33,17409,0.46,0.68,0.53,0.52,0.42,0.41
492	,2891.TW,中信金,25.2,0.8,48836,0.39,0.65,0.48,0.55,0.42,0.41
493	,2892.TW,第一金,23.75,0.21,10487,0.37,0.63,0.53,0.44,0.37,0.3
494	,2897.TW,王道銀行,7.84,0.9,721,0.47,0.69,0.44,0.29,0.23,0.48
495	,2901.TW,欣欣,24.95,-0.2,11,0.49,0.54,0.12,0,0,0.23
496	,2903.TW,遠百,21.5,0.94,338,0.52,0.5,0.52,0.11,0.39,0.38
497	,2904.TW,匯僑,25.3,0.2,27,0.43,0.41,0.12,0,0,0.19
498	,2905.TW,三商,23,0.22,376,0.5,0.6,0.39,0.11,0.44,0.39
499	,2906.TW,高林,15.45,0.32,206,0.43,0.47,0.29,0,0.17,0.34
500	,2908.TW,特力,21.7,1.4,617,0.44,0.57,0.4,0,0.09,0.44
501	,2910.TW,統領,35.3,2.02,2,0.35,0.55,0,0,0,0.11
502	,2911.TW,麗嬰房,8.1,-0.12,118,0.53,0.59,0.35,0,0.21,0.4
503	,2912.TW,統一超,275,-0.9,1243,0.2,0.61,0.41,0.55,0.27,0.49
504	,2913.TW,農林,19.3,0.78,816,0.53,0.53,0.58,0,0.44,0.43
505	,2915.TW,潤泰全,97.1,0,5089,0.53,0.68,0.55,0.47,0.46,0.49
506	,2916.TW,滿心,20.95,0.24,29,0.31,0.22,0,0,0,0.07
507	,2926.TW,誠品生活,59.8,2.57,2,0.29,0.38,0,0,0.5,0.09
508	,2929.TW,淘帝-KY,12.3,5.58,1575,0.49,0.6,0.38,0,0.42,0.44
509	,2936.TW,客思達-KY,26.2,0.19,7,0.31,0.54,0.24,0,0,0.18
510	,2939.TW,凱羿-KY,27.9,0.72,25,0.4,0.51,0,0,0.29,0.23
511	,3002.TW,歐格,12,0.84,76,0.57,0.53,0.25,0,0.05,0.31
512	,3003.TW,健和興,92.5,0.54,1138,0.63,0.65,0.58,0.32,0.37,0.46
513	,3004.TW,豐達科,59.4,2.77,60,0.58,0.64,0.34,0,0.31,0.47
514	,3005.TW,神基,53.9,0,813,0.49,0.63,0.54,0.55,0.41,0.47
515	,3006.TW,晶豪科,171,2.4,23534,0.62,0.61,0.67,0.48,0.36,0.46
516	,3008.TW,大立光,1995,-0.99,378,0.23,0.73,0.55,0.63,0.45,0.59
517	,3010.TW,華立,89.6,0.22,250,0.59,0.52,0.55,0.23,0.42,0.38
518	,3013.TW,晟銘電,13.4,0.37,157,0.53,0.56,0.38,0,0.24,0.47
519	,3014.TW,聯陽,109,4.81,4885,0.63,0.54,0.58,0.44,0.39,0.43
520	,3015.TW,全漢,43.95,0.8,217,0.58,0.59,0.48,0,0.26,0.3
521	,3016.TW,嘉晶,153,3.38,6075,0.64,0.66,0.76,0.18,0.32,0.48
522	,3017.TW,奇鋐,87.7,1.98,7122,0.51,0.58,0.78,0.63,0.33,0.45
523	,3019.TW,亞光,96.9,-0.1,11907,0.63,0.64,0.77,0.09,0.39,0.51
524	,3021.TW,鴻名,24.6,2.93,5635,0.51,0.5,0.31,0,0.16,0.33
525	,3022.TW,威強電,45.1,0.33,205,0.57,0.67,0.41,0,0.16,0.41
526	,3023.TW,信邦,258,2.38,1268,0.43,0.71,0.58,0.57,0.38,0.42
527	,3025.TW,星通,23.4,3.08,345,0.62,0.57,0.37,0,0.31,0.42
528	,3026.TW,禾伸堂,121.5,0.83,343,0.55,0.65,0.65,0.28,0.4,0.47
529	,3027.TW,盛達,23.15,0.87,255,0.54,0.54,0.24,0,0.3,0.43
530	,3028.TW,增你強,31.25,-0.79,1152,0.55,0.56,0.41,0.1,0.26,0.36
531	,3029.TW,零壹,44.1,0.11,313,0.57,0.64,0.56,0,0.4,0.44
532	,3030.TW,德律,57.1,-0.52,481,0.61,0.56,0.48,0.14,0.33,0.43
533	,3031.TW,佰鴻,24.45,0.62,924,0.56,0.52,0.42,0,0.27,0.43
534	,3032.TW,偉訓,31.55,-0.63,112,0.56,0.63,0.39,0,0.38,0.42
535	,3033.TW,威健,29.2,0,2765,0.56,0.54,0.36,0.25,0.26,0.4
536	,3034.TW,聯詠,493,1.44,6339,0.47,0.56,0.55,0.65,0.38,0.41
537	,3035.TW,智原,190,2.98,27978,0.57,0.6,0.72,0.58,0.3,0.45
538	,3036.TW,文曄,65.4,0.46,770,0.47,0.56,0.44,0.42,0.35,0.38
539	,3037.TW,欣興,217.5,2.11,28238,0.39,0.63,0.73,0.75,0.28,0.41
540	,3038.TW,全台,18.75,0.27,221,0.57,0.59,0.48,0.03,0.38,0.41
541	,3040.TW,遠見,38,-0.26,97,0.63,0.61,0.31,0,0.23,0.4
542	,3041.TW,揚智,34.55,2.98,12708,0.54,0.58,0.46,0.25,0.35,0.49
543	,3042.TW,晶技,105.5,1.93,3959,0.46,0.57,0.61,0.55,0.35,0.43
544	,3044.TW,健鼎,121,0,484,0.47,0.55,0.51,0.58,0.41,0.49
545	,3045.TW,台灣大,98.3,-0.51,1628,0.28,0.57,0.35,0.49,0.13,0.4
546	,3047.TW,訊舟,11.25,1.81,683,0.54,0.57,0.41,0,0.37,0.5
547	,3048.TW,益登,31.35,0,581,0.6,0.55,0.44,0.05,0.3,0.34
548	,3049.TW,和鑫,13.65,2.63,6808,0.49,0.59,0.65,0.18,0.39,0.45
549	,3050.TW,鈺德,17.9,1.42,1843,0.53,0.52,0.35,0,0.22,0.42
550	,3052.TW,夆典,10.6,0,143,0.47,0.56,0.33,0,0.3,0.43
551	,3054.TW,立萬利,24.75,0.2,157,0.46,0.54,0.31,0,0.09,0.41
552	,3055.TW,蔚華科,28.8,0.52,62,0.49,0.43,0.33,0,0.3,0.45
553	,3056.TW,總太,40.75,0,341,0.59,0.65,0.4,0.13,0.37,0.37
554	,3058.TW,立德,15.85,0.63,622,0.45,0.53,0.4,0,0.24,0.39
555	,3059.TW,華晶科,38.75,0.26,1618,0.58,0.55,0.62,0,0.4,0.47
556	,3060.TW,銘異,25.25,0.4,1187,0.61,0.63,0.42,0.35,0.37,0.56
557	,3062.TW,建漢,31.95,4.41,37878,0.61,0.61,0.41,0.4,0.3,0.49
558	,3071.TW,協禧,25.25,-2.7,2252,0.53,0.58,0.08,0,0.32,0.34
559	,3078.TW,僑威,40,1.27,882,0.68,0.53,0.65,0.23,0.42,0.44
560	,3081.TW,聯亞,194,-1.27,263,0.43,0.59,0.67,0.59,0.4,0.57
561	,3083.TW,網龍,46.6,0,43,0.6,0.52,0.6,0,0.41,0.49
562	,3086.TW,華義,92.8,1.87,49,0.45,0.34,0.22,0,0,0
563	,3088.TW,艾訊,53.2,0,94,0.53,0.48,0.13,0,0.21,0.33
564	,3090.TW,日電貿,55.5,0.54,2703,0.58,0.64,0.64,0,0.5,0.47
565	,3092.TW,鴻碩,52,0,705,0.58,0.61,0.54,0.42,0.41,0.47
566	,3093.TW,港建,78.5,-0.63,25,0.53,0.45,0.16,0,0,0.25
567	,3094.TW,聯傑,34.85,2.5,2378,0.56,0.46,0.39,0,0.31,0.44
568	,3105.TW,穩懋,355.5,0.99,2113,0.36,0.65,0.73,0.64,0.41,0.5
569	,3114.TW,好德,26.4,1.73,98,0.61,0.51,0.07,0,0.12,0.23
570	,3118.TW,進階,29.75,0,3,0.48,0.37,0,0,0,0.24
571	,3122.TW,笙泉,64,-1.39,3033,0.62,0.47,0.28,0,0.4,0.42
572	,3128.TW,昇銳,23.15,1.54,1409,0.56,0.43,0,0,0.19,0.3
573	,3130.TW,一零四,175,0.86,5,0.1,0.5,0.07,0,0,0.09
574	,3138.TW,耀登,220,0.92,588,0.78,0.51,0.59,0,0.13,0.41
575	,3141.TW,晶宏,245.5,6.05,10231,0.61,0.53,0.4,0.22,0.35,0.38
576	,3144.TW,新揚科,38.1,0,163,0.58,0.52,0.18,0,0.21,0.34
577	,3147.TW,大綜,51.6,1.38,105,0.62,0.47,0.2,0,0.13,0.33
578	,3152.TW,璟德,349,0.72,388,0.44,0.54,0.72,0.65,0.3,0.45
579	,3163.TW,波若威,41.6,1.46,64,0.65,0.61,0.72,0,0.34,0.53
580	,3164.TW,景岳,23.5,-0.84,384,0.49,0.51,0.24,0,0.09,0.33
581	,3167.TW,大量,94.7,-0.11,239,0.48,0.55,0.35,0.17,0.19,0.33
582	,3169.TW,亞信,273,4.6,18966,0.61,0.52,0.32,0.17,0.36,0.3
583	,3171.TW,新洲,20.55,0.24,13,0.4,0.57,0,0,0,0.19
584	,3178.TW,公準,72.3,0.98,100,0.67,0.52,0.38,0,0.31,0.48
585	,3188.TW,鑫龍騰,18.05,0,219,0.44,0.28,0.08,0,0.1,0.19
586	,3189.TW,景碩,241,4.78,22105,0.42,0.65,0.71,0.7,0.24,0.43
587	,3202.TW,樺晟,16.6,1.53,493,0.56,0.5,0.41,0,0.21,0.53
588	,3205.TW,佰研,26,-0.57,47,0.53,0.51,0,0,0.22,0.34
589	,3206.TW,志豐,28.75,0.52,27,0.58,0.54,0.2,0,0.17,0.39
590	,3207.TW,耀勝,23.85,1.49,796,0.53,0.31,0.2,0,0.43,0.25
591	,3209.TW,全科,28.95,0.17,318,0.52,0.55,0.35,0.08,0.41,0.43
592	,3211.TW,順達,100.5,0.9,376,0.56,0.58,0.64,0.4,0.41,0.41
