符合條件商品
資料日期：2021年 12月  6日
策略,	02每日資料（大戶）
序號,	代碼,	商品,	成交,	漲幅%,	總量,	大戶持股比例
執行時間：2021-12-07 02:15 符合檔數(1743)
490	,2704.TW,國賓,30.6,-2.55,292,84.99
491	,2705.TW,六福,17.7,0.28,104,63.76
492	,2706.TW,第一店,14.1,-0.7,108,83.52
493	,2707.TW,晶華,147,-0.34,171,57.39
494	,2712.TW,遠雄來,37.35,-0.27,3,91.73
495	,2718.TW,晶悅,31.5,1.29,512,87.86
496	,2719.TW,燦星旅,12,-3.23,0,79.7
497	,2722.TW,夏都,30.7,1.32,1,86.6
498	,2723.TW,美食-KY,117.5,-0.84,168,74.16
499	,2724.TW,富驛-KY,8.25,0.61,81,79.94
500	,2726.TW,雅茗-KY,33,-0.6,68,47.43
501	,2727.TW,王品,134.5,-0.74,254,23.31
502	,2729.TW,瓦城,226.5,0,19,61.36
503	,2731.TW,雄獅,84.3,0.48,175,51.53
504	,2732.TW,六角,92.1,-2.02,130,41.55
505	,2734.TW,易飛網,22,-0.68,30,40.99
506	,2736.TW,高野,14.75,-1.34,19,35.77
507	,2739.TW,寒舍,22.55,-1.1,56,75.33
508	,2740.TW,天蔥,23.1,0,0,32.38
509	,2743.TW,山富,21.85,0,6,57.41
510	,2745.TW,五福,22.55,0.22,8,62.26
511	,2748.TW,雲品,40.2,-0.99,100,69.3
512	,2752.TW,豆府,154,0,1,37.79
513	,2753.TW,八方雲集,125.5,-0.79,85,55.43
514	,2754.TW,亞洲藏壽司,75.9,1.2,38,68.02
515	,2755.TW,揚秦,55.8,0,1,46.38
516	,2801.TW,彰銀,16.7,0.3,4505,79.9
517	,2809.TW,京城銀,40.1,-0.99,4343,77.1
518	,2812.TW,台中銀,11.95,-0.42,2710,61.57
519	,2816.TW,旺旺保,19.55,0.26,11,75.41
520	,2820.TW,華票,17.4,0,405,61.59
521	,2823.TW,中壽,30.7,0.16,7351,83.02
522	,2832.TW,台產,20.1,0.25,68,63.54
523	,2834.TW,臺企銀,9.64,-0.21,14453,49.42
524	,2836.TW,高雄銀,11.75,0.86,368,80.82
525	,2838.TW,聯邦銀,12.35,0.82,670,88.06
526	,2841.TW,台開,4.44,-2.84,1562,37.16
527	,2845.TW,遠東銀,10.55,0,2450,70.05
528	,2849.TW,安泰銀,16.5,-0.3,332,97.85
529	,2850.TW,新產,47.25,-0.32,104,57.98
530	,2851.TW,中再保,29.1,1.04,784,78.21
531	,2852.TW,第一保,14.5,0,83,53.84
532	,2855.TW,統一證,23.1,-0.22,853,69.27
533	,2867.TW,三商壽,9.21,-0.43,1869,73.87
534	,2880.TW,華南金,20.7,0.49,9437,72.16
535	,2881.TW,富邦金,74.1,0.27,16797,81.85
536	,2882.TW,國泰金,60,0.17,15254,78.31
537	,2883.TW,開發金,16.45,0.61,57139,52.7
538	,2884.TW,玉山金,27.9,0.18,14601,63.93
539	,2885.TW,元大金,24.9,0.61,13314,79.53
540	,2886.TW,兆豐金,34.6,1.32,17779,80.56
541	,2887.TW,台新金,18.7,0.81,19480,63.45
542	,2888.TW,新光金,10.6,0.47,58970,60.48
543	,2889.TW,國票金,15.85,-0.31,3290,57.53
544	,2890.TW,永豐金,15.35,0.99,12390,77.02
545	,2891.TW,中信金,25.45,0.99,40222,77.96
546	,2892.TW,第一金,23.8,0.21,11027,65.53
547	,2897.TW,王道銀行,7.83,-0.13,1223,86.95
548	,2901.TW,欣欣,25,0.2,2,71.47
549	,2903.TW,遠百,21.3,-0.93,582,82.32
550	,2904.TW,匯僑,25.2,-0.4,52,50.08
551	,2905.TW,三商,22.95,-0.22,320,82.1
552	,2906.TW,高林,15.45,0,236,68.14
553	,2908.TW,特力,21.75,0.23,189,86.61
554	,2910.TW,統領,35.85,1.56,3,94.68
555	,2911.TW,麗嬰房,8.1,0,117,41.1
556	,2912.TW,統一超,276.5,0.55,1068,83.15
557	,2913.TW,農林,19.25,-0.26,762,63.77
558	,2915.TW,潤泰全,96.5,-0.62,4041,63.21
559	,2916.TW,滿心,21,0.24,19,61.65
560	,2923.TW,鼎固-KY,26.85,-2.72,21,99.2
561	,2924.TW,東凌-KY,17.8,-0.56,103,66.98
562	,2926.TW,誠品生活,59.3,-0.84,9,65.66
563	,2929.TW,淘帝-KY,12.25,-0.41,367,21.2
564	,2936.TW,客思達-KY,26.05,-0.57,2,91.06
565	,2937.TW,集雅社,36.35,-0.14,2,79.88
566	,2939.TW,凱羿-KY,28,0.36,28,45.72
567	,2945.TW,三商家購,75.3,-2.33,399,82.79
568	,2947.TW,振宇五金,112,1.82,19,56.57
569	,3002.TW,歐格,12,0,98,63.34
570	,3003.TW,健和興,92.9,0.43,734,50.82
571	,3004.TW,豐達科,58.4,-1.68,135,52.6
572	,3005.TW,神基,53.4,-0.93,692,75.47
573	,3006.TW,晶豪科,173,1.17,16235,38.15
574	,3008.TW,大立光,2030,1.75,597,44.18
575	,3010.TW,華立,89.6,0,223,53.4
576	,3011.TW,今皓,11.65,1.3,601,24.77
577	,3013.TW,晟銘電,13.85,3.36,4417,51.13
578	,3014.TW,聯陽,108.5,-0.46,1396,17.94
579	,3015.TW,全漢,43.6,-0.8,120,54.32
580	,3016.TW,嘉晶,150,-1.96,2730,74.46
581	,3017.TW,奇鋐,89.2,1.71,7157,58.91
582	,3018.TW,同開,16.45,0.3,36,39.63
583	,3019.TW,亞光,97.6,0.72,28805,36.1
584	,3021.TW,鴻名,24.2,-1.63,943,65.11
585	,3022.TW,威強電,45.25,0.33,151,60.37
586	,3023.TW,信邦,259.5,0.58,492,58.16
587	,3024.TW,憶聲,13.5,0.37,562,33.86
588	,3025.TW,星通,23.8,1.71,288,18.99
589	,3026.TW,禾伸堂,121.5,0,220,34.39
590	,3027.TW,盛達,23.05,-0.43,438,25.57
591	,3028.TW,增你強,31.15,-0.32,585,33.35
592	,3029.TW,零壹,44.15,0.11,222,27.34
593	,3030.TW,德律,56.9,-0.35,202,50.05
594	,3031.TW,佰鴻,24.95,2.04,2598,58.85
595	,3032.TW,偉訓,31.4,-0.48,85,42.72
596	,3033.TW,威健,29.05,-0.51,2829,25.51
597	,3034.TW,聯詠,505,2.43,7984,50.01
598	,3035.TW,智原,178.5,-6.05,20447,48.46
599	,3036.TW,文曄,65.2,-0.31,971,82.47
600	,3037.TW,欣興,219,0.69,21680,74.39
601	,3038.TW,全台,18.8,0.27,187,27.04
602	,3040.TW,遠見,37.95,-0.13,44,45.63
603	,3041.TW,揚智,33.4,-3.33,6544,17.17
604	,3042.TW,晶技,102,-3.32,8170,35.94
605	,3043.TW,科風,3.51,-1.13,194,14.97
606	,3044.TW,健鼎,122,0.83,733,76.66
607	,3045.TW,台灣大,98,-0.31,2004,88.37
608	,3046.TW,建碁,40.2,1.26,665,60.66
609	,3047.TW,訊舟,11.5,2.22,4279,21.58
610	,3048.TW,益登,31.45,0.32,302,40.23
611	,3049.TW,和鑫,13.85,1.47,9047,51.03
612	,3050.TW,鈺德,17.85,-0.28,2590,47.49
613	,3051.TW,力特,11.25,2.74,3117,41.92
614	,3052.TW,夆典,10.65,0.47,65,52.97
615	,3054.TW,立萬利,24.6,-0.61,142,79.14
616	,3055.TW,蔚華科,28.8,0,77,60.48
617	,3056.TW,總太,41.45,1.72,1188,42.66
618	,3057.TW,喬鼎,13.5,0,246,20.2
619	,3058.TW,立德,15.9,0.32,534,23.01
620	,3059.TW,華晶科,38.7,-0.13,1876,27.12
621	,3060.TW,銘異,25.5,0.99,761,14.06
622	,3062.TW,建漢,31.45,-1.56,13288,28.77
623	,3064.TW,泰偉,13.6,0.37,4,39.14
624	,3066.TW,李洲,29.2,-6.86,1161,70.26
625	,3071.TW,協禧,24.6,-2.57,792,55.83
626	,3073.TW,天方能源,25.1,-3.09,11,68.22
627	,3078.TW,僑威,40.05,0.12,417,37.98
628	,3081.TW,聯亞,193.5,-0.26,142,48.53
629	,3083.TW,網龍,46.45,-0.32,45,53.19
630	,3085.TW,新零售,9,0,6,68.28
631	,3086.TW,華義,93,0.22,8,71.71
632	,3088.TW,艾訊,53.1,-0.19,106,33.99
633	,3089.TW,億杰,40.45,-3.69,935,53.36
634	,3090.TW,日電貿,56.7,2.16,4100,22.44
635	,3092.TW,鴻碩,52.6,1.15,448,32.26
636	,3093.TW,港建,79.1,0.76,78,70.79
637	,3094.TW,聯傑,35.9,3.01,2200,12.4
638	,3095.TW,及成,3,0,12,41.69
639	,3105.TW,穩懋,355,-0.14,1102,60.94
640	,3114.TW,好德,26.4,0,290,44.07
641	,3115.TW,寶島極,14.5,9.85,193,69.94
642	,3118.TW,進階,30,0.84,7,24.15
643	,3122.TW,笙泉,64.9,1.41,1891,16.15
644	,3128.TW,昇銳,23.25,0.43,1151,38.44
645	,3130.TW,一零四,175,0,1,67.85
646	,3131.TW,弘塑,367.5,-1.21,96,42.55
647	,3138.TW,耀登,219,-0.45,359,21.05
648	,3141.TW,晶宏,248,1.02,8037,23.74
649	,3144.TW,新揚科,38.15,0.13,24,89.47
650	,3147.TW,大綜,52.5,1.74,170,36.91
651	,3149.TW,正達,30.75,-0.81,559,38.2
652	,3152.TW,璟德,346.5,-0.72,284,48.99
653	,3162.TW,精確,46.65,0,168,53.84
654	,3163.TW,波若威,41.7,0.24,108,13.91
655	,3164.TW,景岳,23.3,-0.85,42,42.72
656	,3167.TW,大量,95.2,0.53,303,53.84
657	,3169.TW,亞信,290,6.23,28102,28.22
658	,3171.TW,新洲,20.65,0.49,5,75.59
659	,3176.TW,基亞,52.9,0.38,296,25.71
660	,3178.TW,公準,72.1,-0.28,116,60.82
661	,3188.TW,鑫龍騰,18,-0.28,125,72.33
662	,3189.TW,景碩,237,-1.66,9019,71.76
663	,3191.TW,和進,7,0,11,20.56
664	,3202.TW,樺晟,16.95,2.11,1192,17.14
665	,3205.TW,佰研,25.9,-0.38,54,30.45
666	,3206.TW,志豐,28.7,-0.17,11,34.19
667	,3207.TW,耀勝,24.2,1.47,715,21.25
668	,3209.TW,全科,28.9,-0.17,282,29.38
669	,3211.TW,順達,100.5,0,918,24.85
670	,3213.TW,茂訊,60.5,0.17,59,14.31
671	,3217.TW,優群,127,2.42,5807,42.57
672	,3218.TW,大學光,274.5,0.18,271,63.51
673	,3219.TW,倚強科,90.7,-0.22,30,88.16
674	,3221.TW,台嘉碩,43.5,0.12,10657,22.51
675	,3224.TW,三顧,60,-2.91,991,41.85
676	,3226.TW,至寶電,61.2,-0.65,7,70.44
677	,3227.TW,原相,154,-0.65,514,22.85
678	,3228.TW,金麗科,435,-3.23,1703,24.48
679	,3229.TW,晟鈦,6.72,-1.32,9,40.28
680	,3230.TW,錦明,19.8,0.76,573,40.24
681	,3231.TW,緯創,29.3,0.51,6791,56.98
682	,3232.TW,昱捷,27.6,-0.9,265,30.58
683	,3234.TW,光環,27.5,1.48,249,6.33
684	,3236.TW,千如,25.15,0.6,181,23.77
685	,3252.TW,海灣,16.95,0,29,58.26
686	,3257.TW,虹冠電,67.8,0,167,18.84
687	,3259.TW,鑫創,27.35,0.74,61,44.07
688	,3260.TW,威剛,92.2,-0.86,15911,14.54
689	,3264.TW,欣銓,57,-1.04,3007,55.74
690	,3265.TW,台星科,32.55,1.72,346,58.96
691	,3266.TW,昇陽,13.35,0,113,88.74
692	,3268.TW,海德威,30.35,1.34,81,25.65
693	,3272.TW,東碩,37.9,-1.04,57,45.87
694	,3276.TW,宇環,18.35,7,3723,61.38
695	,3284.TW,太普高,12.25,0,112,54.17
696	,3285.TW,微端,20.85,0.24,5,45.26
697	,3287.TW,廣寰科,19,-2.56,172,48.77
698	,3288.TW,點晶,16.8,-0.3,54,29.98
699	,3289.TW,宜特,53.5,-1.47,564,11.2
700	,3290.TW,東浦,22.5,2.27,6796,34.65
701	,3293.TW,鈊象,780,-0.64,352,28.95
702	,3294.TW,英濟,36.2,9.86,6678,58.67
703	,3296.TW,勝德,18.25,1.67,316,64.21
704	,3297.TW,杭特,22.65,9.95,1062,36.87
705	,3303.TW,岱稜,25.9,1.17,174,39.77
706	,3305.TW,昇貿,79.4,1.93,4522,45.22
707	,3306.TW,鼎天,40.9,5.14,17989,46.37
708	,3308.TW,聯德,8.07,0.37,148,74.69
709	,3310.TW,佳穎,31.35,-0.48,15,63.57
710	,3311.TW,閎暉,33.9,-0.59,33,47.64
711	,3312.TW,弘憶股,24.45,-0.81,2249,50.21
712	,3313.TW,斐成,12.45,9.69,1127,57.41
713	,3317.TW,尼克森,81.4,-1.69,1206,18.86
714	,3321.TW,同泰,14.85,0.34,2785,40.45
715	,3322.TW,建舜電,17.45,0.87,376,29.72
716	,3323.TW,加百裕,42.9,0.59,438,10.62
717	,3324.TW,雙鴻,193.5,2.11,2934,28.18
718	,3325.TW,旭品,16,0.31,93,13.91
719	,3332.TW,幸康,40.05,0.12,0,77.9
720	,3338.TW,泰碩,58.2,-2.35,8516,29.23
721	,3339.TW,泰谷,23.1,-3.35,2853,35.43
722	,3346.TW,麗清,44.1,1.97,625,27.78
723	,3354.TW,律勝,22,10,2367,72.14
724	,3356.TW,奇偶,29.85,0.17,186,21.67
725	,3357.TW,臺慶科,128,-1.16,140,45.62
726	,3360.TW,尚立,14.95,0.34,46,15.11
727	,3362.TW,先進光,72.3,0.42,514,53.67
728	,3363.TW,上詮,39.45,9.89,10563,16.74
729	,3372.TW,典範,25.3,-0.39,850,45.78
730	,3373.TW,熱映,37.1,-2.5,317,24.24
731	,3374.TW,精材,144,-0.35,3529,47.74
732	,3376.TW,新日興,94.4,-0.42,215,52.5
733	,3379.TW,彬台,12.3,2.07,69,44.4
734	,3380.TW,明泰,29.05,-1.02,1151,68.17
735	,3383.TW,新世紀,3.96,0,54,31.06
736	,3388.TW,崇越電,82.4,0.24,44,32.5
737	,3390.TW,旭軟,22.15,-1.99,342,25.64
738	,3402.TW,漢科,47.8,1.27,627,28.51
739	,3406.TW,玉晶光,511,-0.2,2056,42.84
740	,3413.TW,京鼎,235.5,0.64,1743,34.63
741	,3416.TW,融程電,77.8,-0.77,36,62.18
742	,3419.TW,譁裕,24.35,-2.4,6492,31.34
743	,3426.TW,台興,38.15,-1.17,1,48.58
744	,3432.TW,台端,14.15,0.35,130,59.59
745	,3434.TW,哲固,18,0.56,191,24.78
746	,3437.TW,榮創,24.7,2.07,806,28.21
747	,3438.TW,類比科,91.7,4.8,927,58.28
748	,3441.TW,聯一光,39.1,-0.26,81,17.67
749	,3443.TW,創意,572,-4.51,2208,58.84
750	,3444.TW,利機,71.1,-3.27,1140,37.6
751	,3450.TW,聯鈞,56.5,-0.18,177,21.56
752	,3454.TW,晶睿,71,0.42,14,64.38
753	,3455.TW,由田,72,1.27,232,23.2
754	,3465.TW,進泰電子,256,3.02,136,74.67
755	,3466.TW,致振,18.7,10,2140,37.68
756	,3479.TW,安勤,54.7,-0.18,83,34.81
757	,3481.TW,群創,18.2,1.11,138979,46.44
758	,3483.TW,力致,103,-1.9,10144,8.9
759	,3484.TW,崧騰,80.2,-0.87,2066,18.09
760	,3489.TW,森寶,14.3,-2.05,301,70.22
761	,3490.TW,單井,33.4,1.37,1228,6.02
762	,3491.TW,昇達科,165,1.85,3298,17.95
763	,3492.TW,長盛,19.15,-0.52,56,36.19
764	,3494.TW,誠研,5.2,2.97,78,36.32
765	,3498.TW,陽程,32.4,0.62,65,35.69
766	,3499.TW,環天科,21.55,9.95,5341,44.34
767	,3501.TW,維熹,47.85,-0.42,177,46.79
768	,3504.TW,揚明光,129,0,3399,65.86
769	,3508.TW,位速,61.7,9.98,87875,25.08
770	,3511.TW,矽瑪,39.55,0,271,53.52
771	,3512.TW,皇龍,33.7,0.15,88,71.38
772	,3515.TW,華擎,246,-1.8,3585,69.01
773	,3516.TW,亞帝歐,17,-0.87,156,59.75
774	,3518.TW,柏騰,22.25,-1.33,290,25.58
775	,3520.TW,華盈,15.05,9.85,813,36.63
776	,3521.TW,鴻翊,12.2,1.67,44,52.56
777	,3522.TW,御頂,10.7,-0.47,76,40.72
778	,3523.TW,迎輝,11.4,-2.15,39,63.93
779	,3526.TW,凡甲,175,0.29,736,31.06
780	,3527.TW,聚積,200.5,-0.5,620,23.47
781	,3528.TW,安馳,49.7,-0.5,12,65.08
782	,3529.TW,力旺,1995,0,594,39.31
783	,3530.TW,晶相光,144,-1.37,2064,40.88
784	,3531.TW,先益,21.8,-0.91,0,61.76
785	,3532.TW,台勝科,260.5,1.96,3332,89.8
786	,3533.TW,嘉澤,678,0.44,152,53.33
787	,3535.TW,晶彩科,19.55,0.77,1088,21.43
788	,3536.TW,誠創,6.05,-0.82,43,48.73
789	,3537.TW,堡達,37.25,2.34,453,26.92
790	,3540.TW,曜越,38.85,-0.13,138,25.94
791	,3541.TW,西柏,60.6,1,71,22.99
792	,3543.TW,州巧,27.1,-0.91,50,38.38
793	,3545.TW,敦泰,172.5,1.17,8440,20.22
794	,3546.TW,宇峻,82,0,91,21.32
795	,3548.TW,兆利,62,3.68,867,30.97
796	,3550.TW,聯穎,17.9,0.85,206,28.95
797	,3551.TW,世禾,70.8,2.02,630,26.91
798	,3552.TW,同致,179,-0.28,314,35.4
799	,3555.TW,重鵬,38.55,-1.91,2,64.98
800	,3556.TW,禾瑞亞,75.7,-1.05,485,15.32
801	,3557.TW,嘉威,78.7,-0.63,111,53.43
802	,3558.TW,神準,96.1,0.1,32,45.85
803	,3563.TW,牧德,234,0,106,11.22
804	,3564.TW,其陽,30.55,-0.33,427,69.16
805	,3567.TW,逸昌,35.7,0.28,86,21.68
806	,3570.TW,大塚,79,-0.13,10,47.76
807	,3576.TW,聯合再生,21.3,0.47,7833,36.47
808	,3577.TW,泓格,52.2,1.16,6,48.95
809	,3580.TW,友威科,57,0.53,124,17.37
810	,3581.TW,博磊,29.25,-0.17,291,48.67
811	,3583.TW,辛耘,78.7,-1.62,846,57.69
812	,3587.TW,閎康,133,-1.12,214,24.47
813	,3588.TW,通嘉,153,-3.77,1822,30.8
814	,3591.TW,艾笛森,24.9,9.93,9214,47.52
815	,3593.TW,力銘,15.85,0.63,51,60.46
816	,3594.TW,磐儀,21.6,0,188,44.83
817	,3596.TW,智易,107,-0.47,1225,52.56
818	,3597.TW,映興,27.65,-0.72,80,67.67
819	,3605.TW,宏致,49.95,-1.09,1037,36.34
820	,3607.TW,谷崧,14.6,-0.34,290,20.89
821	,3609.TW,三一東林,50.8,-0.78,68,44.86
822	,3611.TW,鼎翰,200.5,-0.25,26,48.62
823	,3615.TW,安可,21.3,0.47,115,26.68
824	,3617.TW,碩天,69.9,0,19,59.9
825	,3622.TW,洋華,29.9,1.18,199,54.22
826	,3623.TW,富晶通,15.55,-1.58,10,52.6
827	,3624.TW,光頡,51,1.59,9027,54.57
828	,3625.TW,西勝,25.2,0.4,1059,35.18
829	,3628.TW,盈正,35.15,0,7,58.28
830	,3629.TW,地心引力,56.4,-2.08,4,82.33
831	,3630.TW,新鉅科,37.6,0,382,50.6
832	,3631.TW,晟楠,47.2,0.85,10,80.78
833	,3632.TW,研勤,8.26,0.24,9,13.83
834	,3642.TW,駿熠電,7.7,0.52,42,47.49
835	,3645.TW,達邁,42.25,-0.94,556,32.11
836	,3646.TW,艾恩特,27.5,3.19,487,22.66
837	,3652.TW,精聯,21.95,0.69,199,64.62
838	,3653.TW,健策,430,-3.37,1279,62.4
839	,3661.TW,世芯-KY,1005,-3.83,1254,35.05
840	,3663.TW,鑫科,35.4,-1.12,152,58.95
841	,3664.TW,安瑞-KY,9.23,0.54,16,69.51
842	,3665.TW,貿聯-KY,248.5,-0.8,492,52.22
843	,3666.TW,光耀,35,-3.45,992,48.06
844	,3669.TW,圓展,52.5,-2.96,682,54.51
845	,3672.TW,康聯訊,36.3,0.28,418,39.4
846	,3673.TW,TPK-KY,41.4,2.1,1352,36.86
847	,3675.TW,德微,281,0.18,9910,55.1
848	,3679.TW,新至陞,85.7,0.35,30,56.4
849	,3680.TW,家登,320,0.63,4424,48.11
850	,3682.TW,亞太電,8.22,-0.48,2047,71.13
851	,3684.TW,榮昌,42.4,0.83,36,42.74
852	,3685.TW,元創精密,41.3,9.99,829,63.27
853	,3686.TW,達能,15.4,0.33,360,5.95
854	,3687.TW,歐買尬,109.5,-1.35,424,32.82
855	,3689.TW,湧德,45.95,3.61,6204,16.64
856	,3691.TW,碩禾,180,-0.55,378,56.63
857	,3693.TW,營邦,50.7,3.15,452,57.59
858	,3694.TW,海華,24.5,0.41,153,61.54
859	,3701.TW,大眾控,85.5,-4.47,7831,89.44
860	,3702.TW,大聯大,50.8,1.4,2355,72.76
861	,3703.TW,欣陸,25.5,0.59,765,73.63
862	,3704.TW,合勤控,31.9,-1.24,3463,48.86
863	,3705.TW,永信,43.4,-0.12,66,59.31
864	,3706.TW,神達,32.3,0.31,3901,44.21
865	,3707.TW,漢磊,149.5,-3.55,11957,49.95
866	,3708.TW,上緯投控,90.9,-0.33,539,36.75
867	,3709.TW,鑫聯大投控,37.05,-2.24,273,77.22
868	,3710.TW,連展投控,8.4,0.72,225,24.63
869	,3711.TW,日月光投控,106,-2.75,17671,83.76
870	,3712.TW,永崴投控,30.8,-0.81,353,48.78
871	,3713.TW,新晶投控,36.15,1.54,148,50.82
872	,3714.TW,富采,80.2,1.01,4040,42.28
873	,4102.TW,永日,20.15,1,87,23.4
874	,4104.TW,佳醫,56.9,-0.35,72,39.02
875	,4105.TW,東洋,69.5,0.43,467,40.44
876	,4106.TW,雃博,29.25,-0.68,543,44.92
877	,4107.TW,邦特,111.5,1.36,121,47.05
878	,4108.TW,懷特,23.45,3.08,1345,23.39
879	,4109.TW,加捷生醫,13.5,-0.74,50,42.56
880	,4111.TW,濟生,22.9,0,23,27.97
881	,4113.TW,聯上,15.1,3.42,1122,63.45
882	,4114.TW,健喬,22.45,0,409,38.08
883	,4116.TW,明基醫,28.1,0,13,57.28
884	,4119.TW,旭富,78.5,0,105,45.67
885	,4120.TW,友華,38.8,1.17,97,65.15
886	,4121.TW,優盛,20.8,0,704,31.42
887	,4123.TW,晟德,62.1,0,701,48.34
888	,4126.TW,太醫,72.7,0,96,29.52
889	,4127.TW,天良,16,9.59,3756,33.31
890	,4128.TW,中天,66.5,2.62,5956,49.33
891	,4129.TW,聯合,29.45,-0.34,124,12.27
892	,4130.TW,健亞,21.9,0,86,31.83
893	,4131.TW,晶宇,7.19,7.63,12,50.63
894	,4133.TW,亞諾法,41.05,-2.96,985,18.54
895	,4137.TW,麗豐-KY,244,-0.41,162,54.08
896	,4138.TW,曜亞,52.2,-0.19,13,50.16
897	,4139.TW,馬光-KY,44.4,-0.22,33,47.94
898	,4141.TW,龍燈-KY,24.3,9.95,8488,68.21
899	,4142.TW,國光生,44.75,-0.78,1361,39.42
900	,4147.TW,中裕,71.8,0.84,1683,36.23
901	,4148.TW,全宇生技-KY,42.65,2.77,120,74.32
902	,4153.TW,鈺緯,25.8,-0.77,30,67.43
903	,4154.TW,樂威科-KY,51.2,-8.24,182,62.23
904	,4155.TW,訊映,23.05,0.22,58,23.1
905	,4157.TW,太景*-KY,15.5,0.98,1533,57.09
906	,4160.TW,創源,24.9,0,18,25.37
907	,4161.TW,聿新科,30.55,0,413,24
908	,4162.TW,智擎,63.6,-0.31,980,38.11
909	,4163.TW,鐿鈦,85,-0.82,18,34.32
910	,4164.TW,承業醫,37.15,0.13,155,49.8
911	,4167.TW,松瑞藥,19.6,0.51,245,33.34
912	,4168.TW,醣聯,29,-1.86,562,24.06
913	,4171.TW,瑞基,91.4,0.44,216,29.36
914	,4173.TW,久裕,18.15,-0.27,102,41.69
915	,4174.TW,浩鼎,105,2.44,493,43.63
916	,4175.TW,杏一,70.1,-0.43,135,56.76
917	,4183.TW,福永生技,18.25,0.27,2,47.82
918	,4188.TW,安克,17.7,-2.48,90,47.56
919	,4190.TW,佐登-KY,73,-0.14,18,65.57
920	,4192.TW,杏國,28.5,-8.21,1392,64.77
921	,4198.TW,欣大健康,5.6,-3.78,62,66.03
922	,4205.TW,中華食,131,-0.38,36,59.03
923	,4207.TW,環泰,13.45,-0.74,90,59.64
924	,4303.TW,信立,34.4,7.17,5538,67.87
925	,4304.TW,勝昱,6.22,-7.03,6,66.38
926	,4305.TW,世坤,31.95,-0.16,2,72.7
927	,4306.TW,炎洲,14.95,-0.33,782,48.79
928	,4401.TW,東隆興,34.25,0.59,24,51.92
929	,4402.TW,福大,6.27,0.64,102,17.51
930	,4406.TW,新昕纖,12,0.42,164,50
931	,4413.TW,飛寶企業,11.65,0,11,54.7
932	,4414.TW,如興,7.09,0.57,5646,62.19
933	,4416.TW,三圓,111.5,0,33,76.8
934	,4417.TW,金洲,35.15,0,57,33.97
935	,4419.TW,元勝,10,0,0,80.19
936	,4420.TW,光明,30.3,0,17,54.6
937	,4426.TW,利勤,20.9,-0.48,129,53.48
938	,4429.TW,聚紡,40.55,0,1,81.44
939	,4430.TW,耀億,23.65,-0.21,4,54.64
940	,4432.TW,銘旺實,14.4,0.35,37,45.7
941	,4433.TW,興采,31.25,-0.48,27,47.97
942	,4438.TW,廣越,142.5,0.35,72,55.69
943	,4439.TW,冠星-KY,139,-0.36,0,74.54
944	,4440.TW,宜新實業,47.2,-1.26,119,32.76
945	,4502.TW,健信,40,-1.23,14,47.42
946	,4503.TW,金雨,27.9,4.3,422,50.34
947	,4506.TW,崇友,64.8,0,31,79.14
948	,4510.TW,高鋒,11.3,1.8,33,44.29
949	,4513.TW,福裕,14.5,2.11,804,36.17
950	,4523.TW,永彰,28.9,0,11,70.91
951	,4526.TW,東台,17.1,0.59,216,43.95
952	,4527.TW,方土霖,27.3,0,7,54.13
953	,4528.TW,江興鍛,41.6,2.09,70,59.91
954	,4529.TW,淳紳,14.65,7.72,1400,53.43
955	,4530.TW,宏易,9.84,-1.6,90,39.45
956	,4532.TW,瑞智,18.95,-0.52,324,61.4
957	,4533.TW,協易機,12.45,3.75,710,54.12
958	,4534.TW,慶騰,13.15,1.15,201,34.72
959	,4535.TW,至興,34,0.74,8,74.87
960	,4536.TW,拓凱,140.5,0,43,44.5
961	,4538.TW,大詠城,20.35,0,7,76.63
962	,4540.TW,全球傳動,48.05,-0.1,84,50.4
963	,4541.TW,晟田,25.1,-0.99,100,40.61
964	,4542.TW,科嶠,26.6,0.38,0,45.19
965	,4543.TW,萬在,18.3,-0.27,25,58.84
966	,4545.TW,銘鈺,28.2,0.36,15,70.78
967	,4549.TW,桓達,85.8,0,19,60.04
968	,4550.TW,長佳,23,0.22,14,48.44
969	,4551.TW,智伸科,175,-1.13,133,75.53
970	,4552.TW,力達-KY,32.55,1.24,117,48.85
971	,4554.TW,橙的,30.65,1.16,13,32.11
972	,4555.TW,氣立,52.1,1.56,16,80.2
973	,4556.TW,旭然,30.4,0.5,4,77.24
974	,4557.TW,永新-KY,73.9,2.78,225,44.24
975	,4560.TW,強信-KY,42.7,1.18,82,83.66
976	,4561.TW,健椿,28.45,0.35,53,56.94
977	,4562.TW,穎漢,17.2,0.29,86,61.85
978	,4563.TW,百德,30.55,1.83,24,61.49
979	,4564.TW,元翎,40.6,1.5,141,44.91
980	,4566.TW,時碩工業,45.55,1.22,85,70.5
981	,4568.TW,科際精密,64.1,-0.47,4,59.15
982	,4571.TW,鈞興-KY,103,-0.96,88,55.59
983	,4572.TW,駐龍,101.5,-0.98,15,42.84
984	,4576.TW,大銀微系統,107,1.42,56,62.85
985	,4580.TW,捷流閥業,89.5,0.11,16,46.87
986	,4581.TW,光隆精密-KY,35.6,0,3,57.49
987	,4609.TW,唐鋒,7.76,-0.51,2,63.7
988	,4702.TW,中美實,14,0.72,485,54.53
989	,4706.TW,大恭,18.9,0,23,57.72
990	,4707.TW,磐亞,12.35,-0.8,572,60.59
991	,4711.TW,永純,19.35,-1.02,216,57.41
