符合條件商品
資料日期：2021年 12月  6日
策略,	10漲停同買同賣資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲停次數,	四大同買,	四大同賣,	內外盤
執行時間：2021-12-07 02:08 符合檔數(1585)
428	,2505.TW,國揚,23.8,0.63,183,0,0,0,9
429	,2506.TW,太設,9.74,-0.1,37,1,0,0,11
430	,2509.TW,全坤建,18.25,0,154,3,0,0,12
431	,2511.TW,太子,13.2,0.76,947,0,0,0,6
432	,2514.TW,龍邦,18.05,0.56,116,0,0,0,17
433	,2515.TW,中工,8.79,0.11,2096,1,0,0,9
434	,2516.TW,新建,6.02,0.33,176,3,0,0,11
435	,2520.TW,冠德,38.65,-0.26,885,0,1,4,9
436	,2524.TW,京城,41.55,-0.84,64,4,0,0,10
437	,2527.TW,宏璟,32.5,0.15,324,0,1,0,13
438	,2528.TW,皇普,21.7,0.46,3,0,0,0,10
439	,2530.TW,華建,14.5,-0.68,476,0,0,0,9
440	,2534.TW,宏盛,22.8,1.11,660,0,1,0,13
441	,2535.TW,達欣工,32,-0.47,397,1,0,1,21
442	,2536.TW,宏普,22.85,1.33,808,0,0,0,12
443	,2537.TW,聯上發,10.75,1.42,2343,0,0,0,17
444	,2538.TW,基泰,13.8,-1.43,3481,0,0,0,13
445	,2539.TW,櫻花建,31.25,0.32,139,0,0,0,9
446	,2540.TW,愛山林,74,-1.07,12,0,0,0,7
447	,2542.TW,興富發,46.4,0.22,2398,0,5,1,10
448	,2543.TW,皇昌,7.55,-0.53,117,4,0,0,14
449	,2545.TW,皇翔,37,0.14,163,1,0,0,9
450	,2546.TW,根基,49.25,-0.91,186,0,0,0,12
451	,2547.TW,日勝生,10,0,727,0,0,0,4
452	,2548.TW,華固,93.4,1.41,307,0,3,4,14
453	,2596.TW,綠意,23.7,1.07,133,0,0,0,10
454	,2597.TW,潤弘,120.5,-0.41,140,8,0,0,10
455	,2601.TW,益航,13.5,1.89,11887,13,0,0,10
456	,2603.TW,長榮,141,5.62,242316,17,21,20,15
457	,2605.TW,新興,30.05,4.34,16500,18,3,3,13
458	,2606.TW,裕民,57.5,2.31,24581,14,13,6,14
459	,2607.TW,榮運,30.05,2.21,12961,15,0,0,12
460	,2608.TW,嘉里大榮,44.35,-0.56,571,10,0,0,11
461	,2609.TW,陽明,125.5,3.72,124412,19,11,12,15
462	,2610.TW,華航,26.55,2.91,248349,5,24,9,17
463	,2611.TW,志信,20.45,1.74,3017,25,0,0,11
464	,2612.TW,中航,59,3.33,3193,20,1,0,14
465	,2613.TW,中櫃,27.2,1.87,604,19,0,0,10
466	,2614.TW,東森,32.3,-0.92,5366,16,0,0,9
467	,2615.TW,萬海,176.5,7.29,72991,32,14,10,10
468	,2616.TW,山隆,36.2,0.28,56,0,0,0,13
469	,2617.TW,台航,38.35,3.37,7201,21,3,0,11
470	,2618.TW,長榮航,26.2,4.17,133736,6,18,7,18
471	,2633.TW,台灣高鐵,29.55,-0.34,3847,0,12,4,7
472	,2634.TW,漢翔,29.75,1.36,1722,0,6,3,12
473	,2636.TW,台驊投控,145,2.11,6668,24,5,1,16
474	,2637.TW,慧洋-KY,74.1,1.51,8706,14,5,4,16
475	,2640.TW,大車隊,73.9,-0.14,39,0,0,0,14
476	,2641.TW,正德,28.05,0.72,27560,28,0,0,15
477	,2642.TW,宅配通,74,-1.2,630,20,0,0,11
478	,2643.TW,捷迅,78.2,0.39,165,11,0,0,11
479	,2701.TW,萬企,12.1,-0.41,98,0,0,0,7
480	,2702.TW,華園,25.4,-1.17,151,6,0,0,12
481	,2704.TW,國賓,30.6,-2.55,292,0,0,0,9
482	,2705.TW,六福,17.7,0.28,104,1,0,0,9
483	,2706.TW,第一店,14.1,-0.7,108,2,0,0,10
484	,2707.TW,晶華,147,-0.34,171,0,0,0,10
485	,2712.TW,遠雄來,37.35,-0.27,3,1,0,0,23
486	,2722.TW,夏都,30.7,1.32,1,2,0,0,13
487	,2723.TW,美食-KY,117.5,-0.84,168,1,8,8,8
488	,2724.TW,富驛-KY,8.25,0.61,81,9,0,0,16
489	,2726.TW,雅茗-KY,33,-0.6,68,1,0,0,8
490	,2727.TW,王品,134.5,-0.74,254,2,6,3,8
491	,2731.TW,雄獅,84.3,0.48,175,2,0,0,11
492	,2732.TW,六角,92.1,-2.02,130,0,1,0,10
493	,2734.TW,易飛網,22,-0.68,30,21,0,0,6
494	,2736.TW,高野,14.75,-1.34,19,3,0,0,10
495	,2739.TW,寒舍,22.55,-1.1,56,0,0,0,12
496	,2743.TW,山富,21.85,0,6,4,0,0,12
497	,2748.TW,雲品,40.2,-0.99,100,0,0,0,10
498	,2754.TW,亞洲藏壽司,75.9,1.2,38,0,0,0,13
499	,2801.TW,彰銀,16.7,0.3,4505,0,8,8,13
500	,2809.TW,京城銀,40.1,-0.99,4343,0,10,2,6
501	,2812.TW,台中銀,11.95,-0.42,2710,0,8,6,14
502	,2816.TW,旺旺保,19.55,0.26,11,0,0,0,13
503	,2820.TW,華票,17.4,0,405,0,8,1,17
504	,2823.TW,中壽,30.7,0.16,7351,0,13,1,14
505	,2832.TW,台產,20.1,0.25,68,0,0,0,10
506	,2834.TW,臺企銀,9.64,-0.21,14453,0,4,2,13
507	,2836.TW,高雄銀,11.75,0.86,368,0,1,0,13
508	,2838.TW,聯邦銀,12.35,0.82,670,0,5,0,20
509	,2845.TW,遠東銀,10.55,0,2450,0,11,2,12
510	,2849.TW,安泰銀,16.5,-0.3,332,0,4,0,10
511	,2850.TW,新產,47.25,-0.32,104,0,1,0,16
512	,2851.TW,中再保,29.1,1.04,784,4,4,2,13
513	,2852.TW,第一保,14.5,0,83,0,0,0,16
514	,2855.TW,統一證,23.1,-0.22,853,0,0,0,13
515	,2867.TW,三商壽,9.21,-0.43,1869,0,2,0,9
516	,2880.TW,華南金,20.7,0.49,9437,0,16,3,10
517	,2881.TW,富邦金,74.1,0.27,16797,0,11,10,6
518	,2882.TW,國泰金,60,0.17,15254,1,27,5,11
519	,2883.TW,開發金,16.45,0.61,57139,1,23,3,11
520	,2884.TW,玉山金,27.9,0.18,14601,0,16,11,18
521	,2885.TW,元大金,24.9,0.61,13314,0,12,8,16
522	,2886.TW,兆豐金,34.6,1.32,17779,0,14,6,17
523	,2887.TW,台新金,18.7,0.81,19480,0,14,6,14
524	,2888.TW,新光金,10.6,0.47,58970,0,6,1,13
525	,2889.TW,國票金,15.85,-0.31,3290,0,2,8,10
526	,2890.TW,永豐金,15.35,0.99,12390,0,20,3,20
527	,2891.TW,中信金,25.45,0.99,40222,0,27,6,20
528	,2892.TW,第一金,23.8,0.21,11027,0,20,6,17
529	,2897.TW,王道銀行,7.83,-0.13,1223,0,2,0,12
530	,2901.TW,欣欣,25,0.2,2,2,0,0,17
531	,2903.TW,遠百,21.3,-0.93,582,0,0,0,8
532	,2904.TW,匯僑,25.2,-0.4,52,0,0,0,8
533	,2905.TW,三商,22.95,-0.22,320,0,0,0,8
534	,2906.TW,高林,15.45,0,236,2,0,0,10
535	,2908.TW,特力,21.75,0.23,189,0,0,0,7
536	,2910.TW,統領,35.85,1.56,3,1,0,0,9
537	,2911.TW,麗嬰房,8.1,0,117,4,0,0,11
538	,2912.TW,統一超,276.5,0.55,1068,0,7,3,16
539	,2913.TW,農林,19.25,-0.26,762,3,0,0,6
540	,2915.TW,潤泰全,96.5,-0.62,4041,1,4,8,14
541	,2916.TW,滿心,21,0.24,19,1,0,0,13
542	,2924.TW,東凌-KY,17.8,-0.56,103,2,0,0,19
543	,2926.TW,誠品生活,59.3,-0.84,9,0,0,0,12
544	,2929.TW,淘帝-KY,12.25,-0.41,367,20,0,0,7
545	,2936.TW,客思達-KY,26.05,-0.57,2,3,0,0,23
546	,2939.TW,凱羿-KY,28,0.36,28,7,0,0,11
547	,3002.TW,歐格,12,0,98,1,0,0,24
548	,3003.TW,健和興,92.9,0.43,734,2,8,5,11
549	,3004.TW,豐達科,58.4,-1.68,135,1,0,0,11
550	,3005.TW,神基,53.4,-0.93,692,1,5,3,18
551	,3006.TW,晶豪科,173,1.17,16235,10,12,11,17
552	,3008.TW,大立光,2030,1.75,597,0,5,5,6
553	,3010.TW,華立,89.6,0,223,0,2,7,17
554	,3011.TW,今皓,11.65,1.3,601,10,0,0,12
555	,3013.TW,晟銘電,13.85,3.36,4417,0,0,0,10
556	,3014.TW,聯陽,108.5,-0.46,1396,6,5,10,11
557	,3015.TW,全漢,43.6,-0.8,120,2,0,0,13
558	,3016.TW,嘉晶,150,-1.96,2730,8,1,1,14
559	,3017.TW,奇鋐,89.2,1.71,7157,1,14,10,13
560	,3018.TW,同開,16.45,0.3,36,5,0,0,6
561	,3019.TW,亞光,97.6,0.72,28805,4,0,1,15
562	,3021.TW,鴻名,24.2,-1.63,943,15,0,0,10
563	,3022.TW,威強電,45.25,0.33,151,0,0,0,11
564	,3023.TW,信邦,259.5,0.58,492,0,6,7,12
565	,3024.TW,憶聲,13.5,0.37,562,4,0,0,7
566	,3025.TW,星通,23.8,1.71,288,8,0,0,10
567	,3026.TW,禾伸堂,121.5,0,220,1,5,3,13
568	,3027.TW,盛達,23.05,-0.43,438,8,0,0,9
569	,3028.TW,增你強,31.15,-0.32,585,0,0,0,12
570	,3029.TW,零壹,44.15,0.11,222,1,0,0,7
571	,3030.TW,德律,56.9,-0.35,202,0,2,0,12
572	,3031.TW,佰鴻,24.95,2.04,2598,7,0,0,10
573	,3032.TW,偉訓,31.4,-0.48,85,0,0,0,10
574	,3033.TW,威健,29.05,-0.51,2829,2,1,0,10
575	,3034.TW,聯詠,505,2.43,7984,2,11,13,14
576	,3035.TW,智原,178.5,-6.05,20447,17,8,4,12
577	,3036.TW,文曄,65.2,-0.31,971,0,8,2,15
578	,3037.TW,欣興,219,0.69,21680,5,14,8,17
579	,3038.TW,全台,18.8,0.27,187,3,0,1,13
580	,3040.TW,遠見,37.95,-0.13,44,0,0,0,6
581	,3041.TW,揚智,33.4,-3.33,6544,5,1,2,18
582	,3042.TW,晶技,102,-3.32,8170,1,5,12,8
583	,3044.TW,健鼎,122,0.83,733,0,3,11,15
584	,3045.TW,台灣大,98,-0.31,2004,0,11,10,14
585	,3046.TW,建碁,40.2,1.26,665,20,0,0,12
586	,3047.TW,訊舟,11.5,2.22,4279,1,0,0,11
587	,3048.TW,益登,31.45,0.32,302,4,1,2,6
588	,3049.TW,和鑫,13.85,1.47,9047,1,1,1,14
589	,3050.TW,鈺德,17.85,-0.28,2590,1,0,0,22
590	,3051.TW,力特,11.25,2.74,3117,6,0,0,11
591	,3052.TW,夆典,10.65,0.47,65,0,0,0,15
592	,3054.TW,立萬利,24.6,-0.61,142,12,0,0,7
593	,3055.TW,蔚華科,28.8,0,77,1,0,0,8
594	,3056.TW,總太,41.45,1.72,1188,0,0,0,13
595	,3057.TW,喬鼎,13.5,0,246,13,0,0,11
596	,3058.TW,立德,15.9,0.32,534,12,0,0,18
597	,3059.TW,華晶科,38.7,-0.13,1876,3,1,1,15
598	,3060.TW,銘異,25.5,0.99,761,16,0,2,14
599	,3062.TW,建漢,31.45,-1.56,13288,8,0,0,12
600	,3064.TW,泰偉,13.6,0.37,4,4,0,0,16
601	,3066.TW,李洲,29.2,-6.86,1161,28,0,0,19
602	,3071.TW,協禧,24.6,-2.57,792,0,0,0,11
603	,3073.TW,天方能源,25.1,-3.09,11,7,0,0,10
604	,3078.TW,僑威,40.05,0.12,417,4,3,3,16
605	,3081.TW,聯亞,193.5,-0.26,142,1,0,5,10
606	,3083.TW,網龍,46.45,-0.32,45,2,0,0,15
607	,3085.TW,新零售,9,0,6,18,0,0,21
608	,3086.TW,華義,93,0.22,8,16,0,0,14
609	,3088.TW,艾訊,53.1,-0.19,106,0,0,0,7
610	,3089.TW,億杰,40.45,-3.69,935,4,0,0,15
611	,3090.TW,日電貿,56.7,2.16,4100,0,0,0,16
612	,3092.TW,鴻碩,52.6,1.15,448,2,5,6,11
613	,3093.TW,港建,79.1,0.76,78,6,0,0,19
614	,3094.TW,聯傑,35.9,3.01,2200,5,0,0,12
615	,3105.TW,穩懋,355,-0.14,1102,1,4,13,12
616	,3114.TW,好德,26.4,0,290,5,0,0,10
617	,3118.TW,進階,30,0.84,7,0,0,0,13
618	,3122.TW,笙泉,64.9,1.41,1891,24,0,0,12
619	,3128.TW,昇銳,23.25,0.43,1151,2,0,0,21
620	,3138.TW,耀登,219,-0.45,359,6,0,0,13
621	,3141.TW,晶宏,248,1.02,8037,20,3,5,13
622	,3144.TW,新揚科,38.15,0.13,24,4,0,0,10
623	,3147.TW,大綜,52.5,1.74,170,3,0,0,7
624	,3149.TW,正達,30.75,-0.81,559,13,0,0,11
625	,3152.TW,璟德,346.5,-0.72,284,0,1,11,14
626	,3162.TW,精確,46.65,0,168,3,0,0,9
627	,3163.TW,波若威,41.7,0.24,108,0,0,0,15
628	,3164.TW,景岳,23.3,-0.85,42,2,0,0,10
629	,3167.TW,大量,95.2,0.53,303,3,1,0,13
630	,3169.TW,亞信,290,6.23,28102,22,2,0,18
631	,3171.TW,新洲,20.65,0.49,5,0,0,0,9
632	,3178.TW,公準,72.1,-0.28,116,10,0,0,9
633	,3188.TW,鑫龍騰,18,-0.28,125,2,0,0,12
634	,3189.TW,景碩,237,-1.66,9019,7,5,7,12
635	,3191.TW,和進,7,0,11,7,0,0,9
636	,3202.TW,樺晟,16.95,2.11,1192,4,0,0,12
637	,3205.TW,佰研,25.9,-0.38,54,2,0,0,8
638	,3206.TW,志豐,28.7,-0.17,11,0,0,0,6
639	,3207.TW,耀勝,24.2,1.47,715,21,0,0,14
640	,3209.TW,全科,28.9,-0.17,282,0,0,0,9
641	,3211.TW,順達,100.5,0,918,1,5,6,13
642	,3213.TW,茂訊,60.5,0.17,59,0,0,0,9
643	,3217.TW,優群,127,2.42,5807,3,5,7,15
644	,3218.TW,大學光,274.5,0.18,271,4,4,1,3
645	,3219.TW,倚強科,90.7,-0.22,30,17,0,0,9
646	,3221.TW,台嘉碩,43.5,0.12,10657,11,1,0,17
647	,3224.TW,三顧,60,-2.91,991,1,0,0,12
648	,3226.TW,至寶電,61.2,-0.65,7,2,0,0,19
649	,3227.TW,原相,154,-0.65,514,0,7,18,11
650	,3229.TW,晟鈦,6.72,-1.32,9,7,0,0,8
651	,3230.TW,錦明,19.8,0.76,573,12,0,0,17
652	,3231.TW,緯創,29.3,0.51,6791,0,8,9,19
653	,3232.TW,昱捷,27.6,-0.9,265,10,0,0,7
654	,3234.TW,光環,27.5,1.48,249,4,0,0,11
655	,3236.TW,千如,25.15,0.6,181,4,0,0,14
656	,3252.TW,海灣,16.95,0,29,1,0,0,9
657	,3257.TW,虹冠電,67.8,0,167,0,1,1,11
658	,3259.TW,鑫創,27.35,0.74,61,4,0,0,5
659	,3260.TW,威剛,92.2,-0.86,15911,8,10,18,10
660	,3264.TW,欣銓,57,-1.04,3007,1,6,13,10
661	,3265.TW,台星科,32.55,1.72,346,2,0,0,15
662	,3266.TW,昇陽,13.35,0,113,0,0,0,11
663	,3268.TW,海德威,30.35,1.34,81,21,0,0,8
664	,3272.TW,東碩,37.9,-1.04,57,1,0,1,12
665	,3276.TW,宇環,18.35,7,3723,15,0,0,12
666	,3284.TW,太普高,12.25,0,112,0,0,0,14
667	,3285.TW,微端,20.85,0.24,5,0,0,0,14
668	,3287.TW,廣寰科,19,-2.56,172,6,0,0,7
669	,3288.TW,點晶,16.8,-0.3,54,21,0,0,14
670	,3289.TW,宜特,53.5,-1.47,564,0,0,0,16
671	,3290.TW,東浦,22.5,2.27,6796,3,0,0,14
672	,3293.TW,鈊象,780,-0.64,352,0,3,6,8
673	,3294.TW,英濟,36.2,9.86,6678,15,0,0,13
674	,3296.TW,勝德,18.25,1.67,316,3,0,0,21
675	,3297.TW,杭特,22.65,9.95,1062,12,0,0,11
676	,3303.TW,岱稜,25.9,1.17,174,0,0,0,13
677	,3305.TW,昇貿,79.4,1.93,4522,6,0,0,10
678	,3306.TW,鼎天,40.9,5.14,17989,8,0,0,14
679	,3308.TW,聯德,8.07,0.37,148,15,0,0,8
680	,3310.TW,佳穎,31.35,-0.48,15,1,0,0,18
681	,3311.TW,閎暉,33.9,-0.59,33,4,0,0,7
682	,3312.TW,弘憶股,24.45,-0.81,2249,6,0,0,16
683	,3313.TW,斐成,12.45,9.69,1127,4,0,0,12
684	,3317.TW,尼克森,81.4,-1.69,1206,4,0,0,11
685	,3321.TW,同泰,14.85,0.34,2785,3,0,0,12
686	,3322.TW,建舜電,17.45,0.87,376,6,0,0,13
687	,3323.TW,加百裕,42.9,0.59,438,1,0,0,11
688	,3324.TW,雙鴻,193.5,2.11,2934,2,8,13,14
689	,3325.TW,旭品,16,0.31,93,2,0,0,12
690	,3338.TW,泰碩,58.2,-2.35,8516,6,0,1,15
691	,3339.TW,泰谷,23.1,-3.35,2853,17,0,0,10
692	,3346.TW,麗清,44.1,1.97,625,6,0,0,10
693	,3354.TW,律勝,22,10,2367,11,0,0,15
694	,3356.TW,奇偶,29.85,0.17,186,1,0,0,7
695	,3360.TW,尚立,14.95,0.34,46,1,0,0,10
696	,3362.TW,先進光,72.3,0.42,514,24,0,0,9
697	,3363.TW,上詮,39.45,9.89,10563,6,0,0,16
698	,3372.TW,典範,25.3,-0.39,850,11,0,0,10
699	,3373.TW,熱映,37.1,-2.5,317,3,0,0,14
700	,3374.TW,精材,144,-0.35,3529,2,8,21,11
701	,3376.TW,新日興,94.4,-0.42,215,0,5,3,10
702	,3379.TW,彬台,12.3,2.07,69,9,0,0,6
703	,3380.TW,明泰,29.05,-1.02,1151,1,0,0,14
704	,3388.TW,崇越電,82.4,0.24,44,0,0,0,12
705	,3390.TW,旭軟,22.15,-1.99,342,3,0,0,11
706	,3402.TW,漢科,47.8,1.27,627,2,0,0,17
707	,3406.TW,玉晶光,511,-0.2,2056,1,16,4,10
708	,3413.TW,京鼎,235.5,0.64,1743,2,8,17,10
709	,3416.TW,融程電,77.8,-0.77,36,0,0,0,9
710	,3419.TW,譁裕,24.35,-2.4,6492,6,0,0,19
711	,3432.TW,台端,14.15,0.35,130,2,0,0,17
712	,3434.TW,哲固,18,0.56,191,3,0,0,14
713	,3437.TW,榮創,24.7,2.07,806,4,1,0,14
714	,3438.TW,類比科,91.7,4.8,927,8,0,0,9
715	,3441.TW,聯一光,39.1,-0.26,81,9,0,0,10
716	,3443.TW,創意,572,-4.51,2208,4,11,7,13
717	,3444.TW,利機,71.1,-3.27,1140,9,0,0,17
718	,3450.TW,聯鈞,56.5,-0.18,177,1,1,0,13
719	,3454.TW,晶睿,71,0.42,14,0,0,0,14
720	,3455.TW,由田,72,1.27,232,0,0,0,12
721	,3466.TW,致振,18.7,10,2140,11,0,0,16
722	,3479.TW,安勤,54.7,-0.18,83,0,1,1,9
723	,3481.TW,群創,18.2,1.11,138979,5,17,24,12
724	,3483.TW,力致,103,-1.9,10144,9,3,5,11
725	,3484.TW,崧騰,80.2,-0.87,2066,2,1,0,13
726	,3489.TW,森寶,14.3,-2.05,301,2,0,0,14
727	,3490.TW,單井,33.4,1.37,1228,3,0,0,15
728	,3491.TW,昇達科,165,1.85,3298,8,1,1,15
729	,3492.TW,長盛,19.15,-0.52,56,6,0,0,8
730	,3494.TW,誠研,5.2,2.97,78,4,0,0,11
731	,3498.TW,陽程,32.4,0.62,65,3,0,0,13
732	,3499.TW,環天科,21.55,9.95,5341,13,0,0,14
733	,3501.TW,維熹,47.85,-0.42,177,0,0,0,7
734	,3504.TW,揚明光,129,0,3399,14,6,0,13
735	,3508.TW,位速,61.7,9.98,87875,16,0,0,22
736	,3511.TW,矽瑪,39.55,0,271,8,0,0,7
737	,3512.TW,皇龍,33.7,0.15,88,2,0,0,18
738	,3515.TW,華擎,246,-1.8,3585,6,9,7,14
739	,3516.TW,亞帝歐,17,-0.87,156,3,0,0,11
740	,3518.TW,柏騰,22.25,-1.33,290,2,0,0,6
741	,3520.TW,華盈,15.05,9.85,813,5,0,0,15
742	,3521.TW,鴻翊,12.2,1.67,44,4,0,0,12
743	,3522.TW,御頂,10.7,-0.47,76,9,0,0,6
744	,3523.TW,迎輝,11.4,-2.15,39,4,0,0,20
745	,3526.TW,凡甲,175,0.29,736,7,8,6,10
746	,3527.TW,聚積,200.5,-0.5,620,11,2,0,14
747	,3528.TW,安馳,49.7,-0.5,12,1,0,0,12
748	,3529.TW,力旺,1995,0,594,9,5,5,13
749	,3530.TW,晶相光,144,-1.37,2064,13,4,2,12
750	,3532.TW,台勝科,260.5,1.96,3332,8,2,1,15
751	,3533.TW,嘉澤,678,0.44,152,1,7,7,16
752	,3535.TW,晶彩科,19.55,0.77,1088,3,0,0,11
753	,3536.TW,誠創,6.05,-0.82,43,11,0,0,21
754	,3537.TW,堡達,37.25,2.34,453,0,0,0,10
755	,3540.TW,曜越,38.85,-0.13,138,2,1,1,11
756	,3541.TW,西柏,60.6,1,71,2,0,0,10
757	,3543.TW,州巧,27.1,-0.91,50,2,0,0,13
758	,3545.TW,敦泰,172.5,1.17,8440,18,13,19,12
759	,3546.TW,宇峻,82,0,91,1,2,0,14
760	,3548.TW,兆利,62,3.68,867,2,1,0,9
761	,3550.TW,聯穎,17.9,0.85,206,5,2,0,7
762	,3551.TW,世禾,70.8,2.02,630,3,0,0,15
763	,3552.TW,同致,179,-0.28,314,8,3,5,10
764	,3555.TW,重鵬,38.55,-1.91,2,1,0,0,17
765	,3556.TW,禾瑞亞,75.7,-1.05,485,7,2,1,11
766	,3557.TW,嘉威,78.7,-0.63,111,1,0,0,17
767	,3558.TW,神準,96.1,0.1,32,0,0,0,14
768	,3563.TW,牧德,234,0,106,0,3,3,7
769	,3567.TW,逸昌,35.7,0.28,86,0,1,0,9
770	,3576.TW,聯合再生,21.3,0.47,7833,2,0,0,9
771	,3577.TW,泓格,52.2,1.16,6,3,0,0,13
772	,3580.TW,友威科,57,0.53,124,4,0,0,17
773	,3581.TW,博磊,29.25,-0.17,291,5,0,0,9
774	,3583.TW,辛耘,78.7,-1.62,846,1,0,0,14
775	,3587.TW,閎康,133,-1.12,214,5,2,2,10
776	,3588.TW,通嘉,153,-3.77,1822,12,6,1,16
777	,3591.TW,艾笛森,24.9,9.93,9214,6,0,0,11
778	,3593.TW,力銘,15.85,0.63,51,11,0,0,14
779	,3594.TW,磐儀,21.6,0,188,1,0,0,4
780	,3596.TW,智易,107,-0.47,1225,2,8,11,16
781	,3597.TW,映興,27.65,-0.72,80,4,0,0,8
782	,3605.TW,宏致,49.95,-1.09,1037,4,0,0,11
783	,3607.TW,谷崧,14.6,-0.34,290,3,0,0,10
784	,3609.TW,三一東林,50.8,-0.78,68,3,0,0,15
785	,3611.TW,鼎翰,200.5,-0.25,26,0,3,0,10
786	,3615.TW,安可,21.3,0.47,115,3,0,0,13
787	,3617.TW,碩天,69.9,0,19,0,0,0,12
788	,3622.TW,洋華,29.9,1.18,199,3,0,0,14
789	,3623.TW,富晶通,15.55,-1.58,10,3,0,0,10
790	,3624.TW,光頡,51,1.59,9027,8,2,0,12
791	,3625.TW,西勝,25.2,0.4,1059,5,0,0,10
792	,3628.TW,盈正,35.15,0,7,0,0,0,10
793	,3630.TW,新鉅科,37.6,0,382,3,0,0,13
794	,3631.TW,晟楠,47.2,0.85,10,0,0,0,8
795	,3632.TW,研勤,8.26,0.24,9,1,0,0,15
796	,3642.TW,駿熠電,7.7,0.52,42,2,0,0,10
797	,3645.TW,達邁,42.25,-0.94,556,0,1,1,10
798	,3646.TW,艾恩特,27.5,3.19,487,0,0,0,15
799	,3652.TW,精聯,21.95,0.69,199,6,0,0,6
800	,3653.TW,健策,430,-3.37,1279,1,14,3,17
801	,3661.TW,世芯-KY,1005,-3.83,1254,14,12,11,13
802	,3663.TW,鑫科,35.4,-1.12,152,12,0,0,4
803	,3664.TW,安瑞-KY,9.23,0.54,16,2,0,0,10
804	,3665.TW,貿聯-KY,248.5,-0.8,492,1,4,13,10
805	,3666.TW,光耀,35,-3.45,992,3,0,0,16
806	,3669.TW,圓展,52.5,-2.96,682,4,0,0,11
807	,3672.TW,康聯訊,36.3,0.28,418,16,0,0,15
808	,3673.TW,TPK-KY,41.4,2.1,1352,3,0,0,10
809	,3675.TW,德微,281,0.18,9910,21,7,1,13
810	,3679.TW,新至陞,85.7,0.35,30,2,1,0,7
811	,3680.TW,家登,320,0.63,4424,3,4,9,12
812	,3682.TW,亞太電,8.22,-0.48,2047,0,0,0,11
813	,3685.TW,元創精密,41.3,9.99,829,12,0,0,12
814	,3686.TW,達能,15.4,0.33,360,10,0,0,4
815	,3687.TW,歐買尬,109.5,-1.35,424,15,0,0,13
816	,3689.TW,湧德,45.95,3.61,6204,5,0,0,8
817	,3691.TW,碩禾,180,-0.55,378,4,0,1,9
818	,3693.TW,營邦,50.7,3.15,452,8,0,0,8
819	,3694.TW,海華,24.5,0.41,153,2,0,0,16
820	,3701.TW,大眾控,85.5,-4.47,7831,24,0,0,16
821	,3702.TW,大聯大,50.8,1.4,2355,1,5,7,5
822	,3703.TW,欣陸,25.5,0.59,765,0,1,0,9
823	,3704.TW,合勤控,31.9,-1.24,3463,3,2,3,18
824	,3705.TW,永信,43.4,-0.12,66,0,0,0,16
825	,3706.TW,神達,32.3,0.31,3901,0,6,4,12
826	,3707.TW,漢磊,149.5,-3.55,11957,12,11,5,13
827	,3708.TW,上緯投控,90.9,-0.33,539,2,1,3,5
828	,3709.TW,鑫聯大投控,37.05,-2.24,273,5,0,0,8
829	,3710.TW,連展投控,8.4,0.72,225,5,0,0,8
830	,3711.TW,日月光投控,106,-2.75,17671,0,8,4,5
831	,3712.TW,永崴投控,30.8,-0.81,353,4,0,0,13
832	,3714.TW,富采,80.2,1.01,4040,0,2,0,11
833	,4102.TW,永日,20.15,1,87,2,0,0,19
834	,4104.TW,佳醫,56.9,-0.35,72,0,0,1,10
835	,4105.TW,東洋,69.5,0.43,467,2,8,9,10
836	,4106.TW,雃博,29.25,-0.68,543,12,0,0,11
837	,4107.TW,邦特,111.5,1.36,121,0,0,0,14
838	,4108.TW,懷特,23.45,3.08,1345,2,0,0,7
839	,4109.TW,加捷生醫,13.5,-0.74,50,0,0,0,20
840	,4111.TW,濟生,22.9,0,23,0,0,0,10
841	,4113.TW,聯上,15.1,3.42,1122,0,0,0,11
842	,4114.TW,健喬,22.45,0,409,0,0,0,5
843	,4116.TW,明基醫,28.1,0,13,0,0,0,14
844	,4119.TW,旭富,78.5,0,105,0,3,2,8
845	,4120.TW,友華,38.8,1.17,97,0,0,0,5
846	,4121.TW,優盛,20.8,0,704,9,0,0,9
847	,4123.TW,晟德,62.1,0,701,1,1,0,7
848	,4126.TW,太醫,72.7,0,96,1,0,1,20
849	,4127.TW,天良,16,9.59,3756,8,0,0,7
850	,4128.TW,中天,66.5,2.62,5956,7,0,0,11
851	,4129.TW,聯合,29.45,-0.34,124,0,0,0,7
852	,4130.TW,健亞,21.9,0,86,0,0,0,5
853	,4133.TW,亞諾法,41.05,-2.96,985,11,0,0,13
854	,4137.TW,麗豐-KY,244,-0.41,162,1,4,3,15
855	,4138.TW,曜亞,52.2,-0.19,13,0,0,0,15
856	,4139.TW,馬光-KY,44.4,-0.22,33,0,0,0,20
857	,4141.TW,龍燈-KY,24.3,9.95,8488,6,0,0,11
858	,4142.TW,國光生,44.75,-0.78,1361,9,0,1,9
859	,4147.TW,中裕,71.8,0.84,1683,4,0,0,9
860	,4148.TW,全宇生技-KY,42.65,2.77,120,1,0,0,9
861	,4153.TW,鈺緯,25.8,-0.77,30,6,0,0,8
862	,4155.TW,訊映,23.05,0.22,58,0,0,0,6
863	,4157.TW,太景*-KY,15.5,0.98,1533,3,0,0,6
864	,4161.TW,聿新科,30.55,0,413,1,0,0,20
