符合條件商品
資料日期：2021年 12月  6日
策略,	01每日資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融券使用率,	法人持股比例,	融資使用率,	投信持股比例
執行時間：2021-12-07 02:15 符合檔數(1451)
355	,2442.TW,新美齊,12.5,9.65,12674,0.15,3.31,13.18,0
356	,2449.TW,京元電子,44.95,1.24,8009,0.23,46.28,4.36,4.45
357	,2450.TW,神腦,33,0.15,62,0,3.72,0.7,0
358	,2451.TW,創見,70.3,0.72,347,0.07,14.45,3.61,0.03
359	,2453.TW,凌群,27,2.47,1141,0.03,4.82,8.34,0
360	,2454.TW,聯發科,1085,2.36,4651,0.14,71.24,1.61,1.74
361	,2455.TW,全新,143.5,-2.71,2575,0.79,42.49,25.79,13.37
362	,2456.TW,奇力新,91.8,-1.29,630,0.06,14.89,12.03,0.11
363	,2457.TW,飛宏,37.2,2.76,5782,2.47,7.69,26.12,0.01
364	,2458.TW,義隆,160.5,-0.93,1070,1.89,33.26,8.35,6.56
365	,2459.TW,敦吉,58.4,-0.17,32,0,18.03,1.49,0.01
366	,2460.TW,建通,26.85,-0.74,675,0.2,0.43,13.42,0
367	,2461.TW,光群雷,23.15,1.31,619,1.36,9.49,21.71,0
368	,2462.TW,良得電,28.25,0.71,515,0.02,1.01,39.24,0
369	,2464.TW,盟立,42.25,0.72,272,0,4.99,13.68,0.02
370	,2465.TW,麗臺,71.5,-3.77,4333,1.7,1.32,35.19,0
371	,2466.TW,冠西電,35.5,-1.93,75,0.1,10.25,6.91,0
372	,2467.TW,志聖,50.7,0,226,0.02,11.13,4.16,0.02
373	,2468.TW,華經,13.15,0.38,14,0,0.38,15.47,0
374	,2471.TW,資通,25.45,1.19,73,0,1.59,5.07,0
375	,2472.TW,立隆電,67,-1.76,1007,0.16,1.39,17.98,0.06
376	,2474.TW,可成,152,1.67,2345,0.1,47.34,5.49,0.28
377	,2476.TW,鉅祥,63.9,1.27,9076,1.33,6.65,21.9,0.29
378	,2477.TW,美隆電,31.45,0.8,310,0.01,22.18,5.53,0
379	,2478.TW,大毅,66.3,-0.75,197,0.12,5.3,17.09,0
380	,2480.TW,敦陽科,72,0,63,0,6.28,2.32,0
381	,2481.TW,強茂,113,1.35,26360,2.04,30.25,23.37,14.24
382	,2482.TW,連宇,15.8,9.72,8807,5.88,2.48,16.91,0
383	,2483.TW,百容,23.8,-0.83,90,0,1.11,5.01,0
384	,2484.TW,希華,39.25,-2.61,6243,0.34,9.73,25.06,0
385	,2485.TW,兆赫,21.25,-0.23,858,0.17,5.53,25.48,0.01
386	,2486.TW,一詮,53.1,-0.75,4146,2.53,2.47,37.93,0.19
387	,2488.TW,漢平,27.15,-0.37,57,0,2.25,4.14,0
388	,2489.TW,瑞軒,17.95,-0.55,4382,0.01,12.27,7.33,0
389	,2491.TW,吉祥全,21.95,1.39,296,0.08,5.73,7.21,0
390	,2492.TW,華新科,169,-2.03,2870,0.25,20.76,12.25,0.37
391	,2493.TW,揚博,37.7,0.27,79,0,5.47,4.51,0
392	,2495.TW,普安,15.1,0.67,399,0,18.17,7.99,0
393	,2496.TW,卓越,49.4,0,9,0,31.37,3.48,0
394	,2497.TW,怡利電,77.6,9.92,3543,5.69,5.89,27.04,0.21
395	,2498.TW,宏達電,86.1,1.06,83684,5.63,20.79,25.82,0
396	,2501.TW,國建,19.35,-0.51,999,0,8.13,0.76,0
397	,2504.TW,國產,27.25,1.3,2660,0.01,12.31,7.69,0.17
398	,2505.TW,國揚,23.8,0.63,183,0.02,5.8,6.81,0.02
399	,2506.TW,太設,9.74,-0.1,37,0,3.23,3.09,0
400	,2509.TW,全坤建,18.25,0,154,0,1.33,2.91,0
401	,2511.TW,太子,13.2,0.76,947,0.01,8.62,2.53,0.01
402	,2514.TW,龍邦,18.05,0.56,116,0,2.77,6.65,0
403	,2515.TW,中工,8.79,0.11,2096,0.01,11.42,9.53,0.02
404	,2520.TW,冠德,38.65,-0.26,885,0.02,21.85,3.28,0.27
405	,2524.TW,京城,41.55,-0.84,64,0.01,0.97,11.31,0
406	,2527.TW,宏璟,32.5,0.15,324,0,45.29,4.4,0.04
407	,2528.TW,皇普,21.7,0.46,3,0,0.28,1.43,0
408	,2530.TW,華建,14.5,-0.68,476,0,0.83,8.53,0
409	,2534.TW,宏盛,22.8,1.11,660,0.01,8.79,4.92,0.02
410	,2535.TW,達欣工,32,-0.47,397,0,15.23,0.85,0.07
411	,2536.TW,宏普,22.85,1.33,808,0,10.06,0.52,0.03
412	,2537.TW,聯上發,10.75,1.42,2343,0,3.87,16.51,0
413	,2538.TW,基泰,13.8,-1.43,3481,0.05,12.11,13.48,0
414	,2539.TW,櫻花建,31.25,0.32,139,0,0.59,1.49,0
415	,2540.TW,愛山林,74,-1.07,12,0,0.31,0.65,0
416	,2542.TW,興富發,46.4,0.22,2398,0.21,15.87,2.16,4.07
417	,2545.TW,皇翔,37,0.14,163,0.17,4.03,1.87,0
418	,2546.TW,根基,49.25,-0.91,186,0,3.81,0.18,0
419	,2547.TW,日勝生,10,0,727,0.05,17.47,3.72,0
420	,2548.TW,華固,93.4,1.41,307,0,25.69,0.26,0.61
421	,2596.TW,綠意,23.7,1.07,133,0,0.68,9.83,0
422	,2597.TW,潤弘,120.5,-0.41,140,0.01,1.26,1.07,0.07
423	,2601.TW,益航,13.5,1.89,11887,0.42,3.38,13.13,0
424	,2603.TW,長榮,141,5.62,242316,0.86,30.46,22.81,1.88
425	,2605.TW,新興,30.05,4.34,16500,0.36,34.84,15.48,0
426	,2606.TW,裕民,57.5,2.31,24581,0.5,11.02,12.64,0.06
427	,2607.TW,榮運,30.05,2.21,12961,0.17,8.57,7.16,0.01
428	,2608.TW,嘉里大榮,44.35,-0.56,571,0.14,8.09,4.25,0.01
429	,2609.TW,陽明,125.5,3.72,124412,1.46,15.73,25.31,0.65
430	,2610.TW,華航,26.55,2.91,248349,2.62,15.21,23.31,0.63
431	,2611.TW,志信,20.45,1.74,3017,3.81,5.14,16.33,0
432	,2612.TW,中航,59,3.33,3193,0.73,3.65,16.24,0
433	,2613.TW,中櫃,27.2,1.87,604,0.48,2.73,5.5,0
434	,2614.TW,東森,32.3,-0.92,5366,0.75,3.14,20.66,0.01
435	,2615.TW,萬海,176.5,7.29,72991,0.75,44.29,8.05,0.49
436	,2616.TW,山隆,36.2,0.28,56,0,3.16,0.54,0
437	,2617.TW,台航,38.35,3.37,7201,0.34,5.46,15.55,0
438	,2618.TW,長榮航,26.2,4.17,133736,3.15,24.91,11.82,0.88
439	,2633.TW,台灣高鐵,29.55,-0.34,3847,0,10.64,0.82,0.31
440	,2634.TW,漢翔,29.75,1.36,1722,0,2.39,2.3,0.11
441	,2636.TW,台驊投控,145,2.11,6668,3,14.61,35.46,0
442	,2637.TW,慧洋-KY,74.1,1.51,8706,0.5,11.75,10.15,0.01
443	,2640.TW,大車隊,73.9,-0.14,39,0,4.04,10.91,0.69
444	,2641.TW,正德,28.05,0.72,27560,1.59,1.47,23.05,0
445	,2642.TW,宅配通,74,-1.2,630,4.97,6.63,10.57,0
446	,2643.TW,捷迅,78.2,0.39,165,0.08,1.89,11.85,0
447	,2701.TW,萬企,12.1,-0.41,98,0,0.45,0.25,0
448	,2704.TW,國賓,30.6,-2.55,292,0.01,10.16,0.69,0
449	,2705.TW,六福,17.7,0.28,104,0,1.45,0.62,0
450	,2706.TW,第一店,14.1,-0.7,108,0,2.55,1.77,0
451	,2707.TW,晶華,147,-0.34,171,0,12.98,1.96,0.01
452	,2712.TW,遠雄來,37.35,-0.27,3,0,0.14,0.24,0
453	,2722.TW,夏都,30.7,1.32,1,0,0.47,0.8,0
454	,2723.TW,美食-KY,117.5,-0.84,168,0.11,57.37,4.06,0.26
455	,2726.TW,雅茗-KY,33,-0.6,68,0.1,37.83,11.55,0
456	,2727.TW,王品,134.5,-0.74,254,0.24,5.76,8.42,0.24
457	,2731.TW,雄獅,84.3,0.48,175,0.88,1.05,7.04,0.07
458	,2732.TW,六角,92.1,-2.02,130,0.04,7.2,4.59,0.88
459	,2736.TW,高野,14.75,-1.34,19,0,0.18,7.13,0
460	,2743.TW,山富,21.85,0,6,0,0.15,13.94,0
461	,2748.TW,雲品,40.2,-0.99,100,0.04,0.36,1.03,0
462	,2754.TW,亞洲藏壽司,75.9,1.2,38,0.01,70.49,4.36,0
463	,2801.TW,彰銀,16.7,0.3,4505,0,11.94,0.26,0.47
464	,2809.TW,京城銀,40.1,-0.99,4343,0.07,23.91,0.49,4.08
465	,2812.TW,台中銀,11.95,-0.42,2710,0.01,11.03,0.19,0.08
466	,2816.TW,旺旺保,19.55,0.26,11,0,1.54,0.82,0
467	,2820.TW,華票,17.4,0,405,0,8.37,0.1,0.89
468	,2823.TW,中壽,30.7,0.16,7351,0,21.01,0.61,0.07
469	,2832.TW,台產,20.1,0.25,68,0,3.45,0.25,0
470	,2834.TW,臺企銀,9.64,-0.21,14453,0,11.84,0.58,0.1
471	,2836.TW,高雄銀,11.75,0.86,368,0,7.39,1.04,0.01
472	,2838.TW,聯邦銀,12.35,0.82,670,0,3.63,0.12,0.04
473	,2845.TW,遠東銀,10.55,0,2450,0,10.92,0.25,0.05
474	,2849.TW,安泰銀,16.5,-0.3,332,0,59.26,0.34,0
475	,2850.TW,新產,47.25,-0.32,104,0,7.75,1.14,0.01
476	,2851.TW,中再保,29.1,1.04,784,0,1.55,2,0.05
477	,2852.TW,第一保,14.5,0,83,0,3.46,0.11,0
478	,2855.TW,統一證,23.1,-0.22,853,0.03,9.8,0.86,0.03
479	,2867.TW,三商壽,9.21,-0.43,1869,0,7.3,4.24,0
480	,2880.TW,華南金,20.7,0.49,9437,0,18.42,0.1,0.6
481	,2881.TW,富邦金,74.1,0.27,16797,0.07,23.08,0.79,0.82
482	,2882.TW,國泰金,60,0.17,15254,0.01,25.62,0.68,0.96
483	,2883.TW,開發金,16.45,0.61,57139,1.42,26.48,1.56,2.08
484	,2884.TW,玉山金,27.9,0.18,14601,0,37.44,0.09,0.88
485	,2885.TW,元大金,24.9,0.61,13314,0.01,34.3,0.19,1.05
486	,2886.TW,兆豐金,34.6,1.32,17779,0,23.04,0.05,1.62
487	,2887.TW,台新金,18.7,0.81,19480,0,27.8,0.4,0.8
488	,2888.TW,新光金,10.6,0.47,58970,0.25,19.88,3.76,0.26
489	,2889.TW,國票金,15.85,-0.31,3290,0.01,12.02,0.38,0.27
490	,2890.TW,永豐金,15.35,0.99,12390,0,31.04,0.19,1.04
491	,2891.TW,中信金,25.45,0.99,40222,0,41.28,0.16,1.11
492	,2892.TW,第一金,23.8,0.21,11027,0,25.08,0.07,1.28
493	,2897.TW,王道銀行,7.83,-0.13,1223,0,3.7,0.62,0
494	,2901.TW,欣欣,25,0.2,2,0,0.23,11.28,0
495	,2903.TW,遠百,21.3,-0.93,582,0,10.73,0.36,0.01
496	,2904.TW,匯僑,25.2,-0.4,52,0,0.53,0.08,0
497	,2905.TW,三商,22.95,-0.22,320,0.11,6.5,1.47,0.06
498	,2906.TW,高林,15.45,0,236,0,5.13,2.43,0
499	,2908.TW,特力,21.75,0.23,189,0,5.31,5.01,0
500	,2910.TW,統領,35.85,1.56,3,0,0.2,0.08,0
501	,2912.TW,統一超,276.5,0.55,1068,0,34.18,0.1,1.06
502	,2913.TW,農林,19.25,-0.26,762,0.02,7.08,9.38,0
503	,2915.TW,潤泰全,96.5,-0.62,4041,0.13,17.02,4.32,2.99
504	,2916.TW,滿心,21,0.24,19,0,21.54,0.56,0
505	,2926.TW,誠品生活,59.3,-0.84,9,0,13.61,0.46,0
506	,2929.TW,淘帝-KY,12.25,-0.41,367,0.01,22.22,3.52,0
507	,2936.TW,客思達-KY,26.05,-0.57,2,0,92.11,0.71,0
508	,2939.TW,凱羿-KY,28,0.36,28,0.04,54.22,3.21,0
509	,3002.TW,歐格,12,0,98,0,0.71,15.93,0
510	,3003.TW,健和興,92.9,0.43,734,0.37,10.3,18.61,0.85
511	,3004.TW,豐達科,58.4,-1.68,135,0.02,2.44,10.92,0
512	,3005.TW,神基,53.4,-0.93,692,0.01,37.2,1.64,0.45
513	,3006.TW,晶豪科,173,1.17,16235,3.71,23.63,58.47,1.69
514	,3008.TW,大立光,2030,1.75,597,0.05,41.62,5.91,0.88
515	,3010.TW,華立,89.6,0,223,0.07,14.13,1.86,0.04
516	,3013.TW,晟銘電,13.85,3.36,4417,0.15,1.72,9.67,0
517	,3014.TW,聯陽,108.5,-0.46,1396,0.1,12.57,16.78,0.35
518	,3015.TW,全漢,43.6,-0.8,120,0.01,12.25,5.78,0
519	,3016.TW,嘉晶,150,-1.96,2730,3.33,8.2,18.53,0.02
520	,3017.TW,奇鋐,89.2,1.71,7157,0.52,50.07,14.62,3.81
521	,3019.TW,亞光,97.6,0.72,28805,0.54,10.46,30.21,0.2
522	,3021.TW,鴻名,24.2,-1.63,943,0,3.86,8.64,0.06
523	,3022.TW,威強電,45.25,0.33,151,0,19.08,4.37,0
524	,3023.TW,信邦,259.5,0.58,492,0.07,57.86,0.58,0.72
525	,3025.TW,星通,23.8,1.71,288,0.01,1.67,27.5,0
526	,3026.TW,禾伸堂,121.5,0,220,0.05,13.94,6.73,0.43
527	,3027.TW,盛達,23.05,-0.43,438,0.38,1.49,30.75,0
528	,3028.TW,增你強,31.15,-0.32,585,0.02,8.01,4.77,0.01
529	,3029.TW,零壹,44.15,0.11,222,0.15,4.91,6.25,0
530	,3030.TW,德律,56.9,-0.35,202,0.01,18.49,4.42,0.01
531	,3031.TW,佰鴻,24.95,2.04,2598,0.46,2,8.17,0
532	,3032.TW,偉訓,31.4,-0.48,85,0.02,1.33,6.85,0
533	,3033.TW,威健,29.05,-0.51,2829,0.87,9.21,11.69,0.09
534	,3034.TW,聯詠,505,2.43,7984,1.16,62.07,6.37,3.63
535	,3035.TW,智原,178.5,-6.05,20447,7.24,45.21,17.06,12.19
536	,3036.TW,文曄,65.2,-0.31,971,0.01,13.57,2.88,0.72
537	,3037.TW,欣興,219,0.69,21680,1.79,51.37,7.17,6.01
538	,3038.TW,全台,18.8,0.27,187,0,2.49,14.89,0
539	,3040.TW,遠見,37.95,-0.13,44,0,15.1,3.35,0
540	,3041.TW,揚智,33.4,-3.33,6544,2.3,12.81,43.71,0.01
541	,3042.TW,晶技,102,-3.32,8170,0.12,18.41,22.44,2.05
542	,3044.TW,健鼎,122,0.83,733,0.01,49.12,1.03,4.8
543	,3045.TW,台灣大,98,-0.31,2004,0,17.01,0.1,1.17
544	,3047.TW,訊舟,11.5,2.22,4279,0.01,4.19,13.16,0
545	,3048.TW,益登,31.45,0.32,302,0.03,6.53,5.25,0
546	,3049.TW,和鑫,13.85,1.47,9047,0.06,8.8,11.81,0
547	,3050.TW,鈺德,17.85,-0.28,2590,0.24,10.19,28.31,0
548	,3052.TW,夆典,10.65,0.47,65,0,1.11,5.8,0
549	,3054.TW,立萬利,24.6,-0.61,142,0,0.57,7.71,0.02
550	,3055.TW,蔚華科,28.8,0,77,0.02,1.91,25.42,0
551	,3056.TW,總太,41.45,1.72,1188,0,7.65,10.53,0.01
552	,3059.TW,華晶科,38.7,-0.13,1876,0.7,12.16,24.67,0.01
553	,3060.TW,銘異,25.5,0.99,761,0.18,11.37,17.21,0.01
554	,3062.TW,建漢,31.45,-1.56,13288,2.87,12.4,31.28,0.1
555	,3071.TW,協禧,24.6,-2.57,792,0.04,1.54,9.57,0.12
556	,3078.TW,僑威,40.05,0.12,417,0.38,2.74,10.63,0
557	,3081.TW,聯亞,193.5,-0.26,142,0.29,52.8,9.55,0.58
558	,3083.TW,網龍,46.45,-0.32,45,0.23,1.2,11.95,0
559	,3086.TW,華義,93,0.22,8,0,29,4.62,0
560	,3088.TW,艾訊,53.1,-0.19,106,0.28,5.54,3.19,0
561	,3090.TW,日電貿,56.7,2.16,4100,0.03,9.6,6.47,0
562	,3092.TW,鴻碩,52.6,1.15,448,1.11,1.35,28.22,0
563	,3093.TW,港建,79.1,0.76,78,0,68.61,33.84,0
564	,3094.TW,聯傑,35.9,3.01,2200,2.45,2.25,23.66,0
565	,3105.TW,穩懋,355,-0.14,1102,0.38,50.96,4.5,2.09
566	,3114.TW,好德,26.4,0,290,0.01,1.7,11.61,0
567	,3118.TW,進階,30,0.84,7,0,10.41,5.45,0
568	,3122.TW,笙泉,64.9,1.41,1891,10.15,3.99,51.28,0
569	,3128.TW,昇銳,23.25,0.43,1151,0.17,7.12,29.72,0
570	,3130.TW,一零四,175,0,1,0,42.28,0,0
571	,3138.TW,耀登,219,-0.45,359,0.55,1.07,14.04,0
572	,3141.TW,晶宏,248,1.02,8037,14.57,18.94,79.52,12.63
573	,3147.TW,大綜,52.5,1.74,170,0.04,1.13,10.46,0
574	,3152.TW,璟德,346.5,-0.72,284,0.26,21.89,10.46,1.77
575	,3162.TW,精確,46.65,0,168,0,51.89,3.79,0
576	,3163.TW,波若威,41.7,0.24,108,0.14,4.95,23.75,0
577	,3164.TW,景岳,23.3,-0.85,42,0,0.86,3.62,0
578	,3167.TW,大量,95.2,0.53,303,0.62,5.76,17.11,0.11
579	,3169.TW,亞信,290,6.23,28102,12.54,8.79,87.19,2.52
580	,3171.TW,新洲,20.65,0.49,5,0,0.47,0.27,0
581	,3178.TW,公準,72.1,-0.28,116,0.07,0.53,15.17,0
582	,3188.TW,鑫龍騰,18,-0.28,125,0.05,0.46,10.14,0
583	,3189.TW,景碩,237,-1.66,9019,2.33,35.8,8.04,11.27
584	,3205.TW,佰研,25.9,-0.38,54,0,9.84,9.64,0
585	,3206.TW,志豐,28.7,-0.17,11,0,0.42,7.38,0
586	,3207.TW,耀勝,24.2,1.47,715,2.62,3.93,21.55,0
587	,3209.TW,全科,28.9,-0.17,282,0.02,4.8,3.31,0.02
588	,3211.TW,順達,100.5,0,918,0.11,11.76,9.32,0.18
589	,3213.TW,茂訊,60.5,0.17,59,0,7.68,1.4,0
590	,3217.TW,優群,127,2.42,5807,0.36,9.28,22.21,5.73
591	,3218.TW,大學光,274.5,0.18,271,0.18,31.25,5.68,0.06
592	,3219.TW,倚強科,90.7,-0.22,30,0.07,3.25,27.99,0
593	,3221.TW,台嘉碩,43.5,0.12,10657,1.96,9.87,28.35,0.13
594	,3224.TW,三顧,60,-2.91,991,0.36,2.44,34.23,0
595	,3226.TW,至寶電,61.2,-0.65,7,0,0.03,0.68,0
596	,3227.TW,原相,154,-0.65,514,0.36,17.62,20.96,0.23
597	,3230.TW,錦明,19.8,0.76,573,0,1.01,29.35,0
598	,3231.TW,緯創,29.3,0.51,6791,0.02,42.36,1.59,6.49
599	,3232.TW,昱捷,27.6,-0.9,265,1.48,4.87,41.55,0
600	,3234.TW,光環,27.5,1.48,249,1.59,4.68,27.05,0
601	,3236.TW,千如,25.15,0.6,181,0.02,10.12,13.85,0
602	,3252.TW,海灣,16.95,0,29,0.16,7.47,93.86,0
603	,3257.TW,虹冠電,67.8,0,167,0.02,8.47,17.08,0
604	,3260.TW,威剛,92.2,-0.86,15911,12.71,2.53,30.24,0.23
605	,3264.TW,欣銓,57,-1.04,3007,0.33,30.45,11.1,2.61
606	,3265.TW,台星科,32.55,1.72,346,0.04,7.35,4.27,0
607	,3266.TW,昇陽,13.35,0,113,0,7.07,0.56,0
608	,3268.TW,海德威,30.35,1.34,81,0,0.78,6.85,0
609	,3272.TW,東碩,37.9,-1.04,57,0.3,0.83,18.14,0.07
610	,3276.TW,宇環,18.35,7,3723,0,0.95,8.3,0
611	,3284.TW,太普高,12.25,0,112,0,0.65,16.7,0
612	,3285.TW,微端,20.85,0.24,5,0,0.81,17.29,0
613	,3287.TW,廣寰科,19,-2.56,172,0.04,0.36,15.72,0
614	,3289.TW,宜特,53.5,-1.47,564,0.1,5.98,19.32,0
615	,3290.TW,東浦,22.5,2.27,6796,1.64,2.31,33.29,0
616	,3293.TW,鈊象,780,-0.64,352,0.3,31.83,10.41,0.44
617	,3294.TW,英濟,36.2,9.86,6678,2.9,7.73,43.31,0
618	,3296.TW,勝德,18.25,1.67,316,0.13,2.57,32.54,0
619	,3297.TW,杭特,22.65,9.95,1062,0.23,3.09,8.98,0
620	,3303.TW,岱稜,25.9,1.17,174,0,3.91,10.79,0
621	,3305.TW,昇貿,79.4,1.93,4522,1.2,12.09,28.89,0.07
622	,3306.TW,鼎天,40.9,5.14,17989,1.19,2.95,24.8,0
623	,3310.TW,佳穎,31.35,-0.48,15,0.05,0.08,25.66,0
624	,3311.TW,閎暉,33.9,-0.59,33,0.01,0.68,6.29,0
625	,3312.TW,弘憶股,24.45,-0.81,2249,0.1,8.55,13.92,0
626	,3317.TW,尼克森,81.4,-1.69,1206,2.79,5.75,44.18,0
627	,3323.TW,加百裕,42.9,0.59,438,0.24,3.28,23.78,0
628	,3324.TW,雙鴻,193.5,2.11,2934,1.74,13.75,41.26,3.51
629	,3325.TW,旭品,16,0.31,93,0.14,0.82,21.7,0
630	,3332.TW,幸康,40.05,0.12,0,0,0.21,0,0
631	,3338.TW,泰碩,58.2,-2.35,8516,1.37,1.27,38.76,0
632	,3339.TW,泰谷,23.1,-3.35,2853,11.72,2.9,21.1,0
633	,3346.TW,麗清,44.1,1.97,625,0.82,3.24,25.21,0
634	,3354.TW,律勝,22,10,2367,0.18,4.3,8.56,0
635	,3356.TW,奇偶,29.85,0.17,186,0.05,5.91,8.06,0
636	,3357.TW,臺慶科,128,-1.16,140,0,10.79,1.71,0
637	,3360.TW,尚立,14.95,0.34,46,0.01,0.83,16.37,0
638	,3362.TW,先進光,72.3,0.42,514,1.24,2.67,18.3,0
639	,3363.TW,上詮,39.45,9.89,10563,1.92,9.52,29.4,0
640	,3372.TW,典範,25.3,-0.39,850,0.49,2.59,13.21,1.3
641	,3373.TW,熱映,37.1,-2.5,317,6.2,5.28,17,0
642	,3374.TW,精材,144,-0.35,3529,0.49,7.01,17.06,0.5
643	,3376.TW,新日興,94.4,-0.42,215,0.23,20.74,11.31,0.4
644	,3379.TW,彬台,12.3,2.07,69,0,0.34,12.86,0
645	,3380.TW,明泰,29.05,-1.02,1151,0.21,4.02,5.64,0
646	,3388.TW,崇越電,82.4,0.24,44,0,7.54,1.29,0
647	,3390.TW,旭軟,22.15,-1.99,342,0.04,0.18,14.03,0
648	,3402.TW,漢科,47.8,1.27,627,0.04,7.85,7.34,0
649	,3406.TW,玉晶光,511,-0.2,2056,2.82,36.35,24.1,2.42
650	,3413.TW,京鼎,235.5,0.64,1743,0.56,26.51,19.64,1.71
651	,3416.TW,融程電,77.8,-0.77,36,0.01,3.22,2.25,0.11
652	,3419.TW,譁裕,24.35,-2.4,6492,1.59,7.47,32.93,0
653	,3432.TW,台端,14.15,0.35,130,0,4.89,15.76,0
654	,3434.TW,哲固,18,0.56,191,0.21,0.78,21.53,0
655	,3437.TW,榮創,24.7,2.07,806,0.45,10.03,18,0
656	,3438.TW,類比科,91.7,4.8,927,0.16,9.81,14.54,0
657	,3441.TW,聯一光,39.1,-0.26,81,1.39,1.08,24.56,0
658	,3443.TW,創意,572,-4.51,2208,1.84,47.82,5.51,7.23
659	,3444.TW,利機,71.1,-3.27,1140,2.8,11,20.34,0
660	,3450.TW,聯鈞,56.5,-0.18,177,0.01,8.03,18.84,0.03
661	,3454.TW,晶睿,71,0.42,14,0.03,5.75,2.97,0
662	,3455.TW,由田,72,1.27,232,0.07,8.19,15.39,0
663	,3466.TW,致振,18.7,10,2140,0.5,8.66,9.43,0
664	,3479.TW,安勤,54.7,-0.18,83,0.01,2.67,13.98,0.74
665	,3481.TW,群創,18.2,1.11,138979,0.63,30.39,17.53,2.69
666	,3483.TW,力致,103,-1.9,10144,1.39,6.04,71.98,3.84
667	,3484.TW,崧騰,80.2,-0.87,2066,0.32,6.74,23.51,0.17
668	,3489.TW,森寶,14.3,-2.05,301,0.2,0.23,17.56,0
669	,3490.TW,單井,33.4,1.37,1228,0.32,2.68,33.9,0
670	,3491.TW,昇達科,165,1.85,3298,3.02,8.32,49.82,0.37
671	,3492.TW,長盛,19.15,-0.52,56,0,0.31,16.04,0
672	,3498.TW,陽程,32.4,0.62,65,0.01,3.56,18.97,0
673	,3499.TW,環天科,21.55,9.95,5341,2.83,0.68,24.52,0
674	,3501.TW,維熹,47.85,-0.42,177,0,4.22,2,0
675	,3504.TW,揚明光,129,0,3399,7.82,6.14,25.91,1.42
676	,3508.TW,位速,61.7,9.98,87875,17.83,3.53,48.94,0
677	,3511.TW,矽瑪,39.55,0,271,0.66,0.82,42.79,0
678	,3512.TW,皇龍,33.7,0.15,88,0,0.12,14.32,0
679	,3515.TW,華擎,246,-1.8,3585,0.74,12.17,13.51,5.6
680	,3516.TW,亞帝歐,17,-0.87,156,0,0.46,67.35,0
681	,3518.TW,柏騰,22.25,-1.33,290,0.01,8.38,17.71,0.09
682	,3526.TW,凡甲,175,0.29,736,0.31,6.97,19.7,2.09
683	,3527.TW,聚積,200.5,-0.5,620,0.94,13.33,35.81,0.34
684	,3528.TW,安馳,49.7,-0.5,12,0,2.57,1.02,0
685	,3529.TW,力旺,1995,0,594,0.54,75.93,3.77,12.72
686	,3530.TW,晶相光,144,-1.37,2064,1.84,47.14,30.16,0
687	,3531.TW,先益,21.8,-0.91,0,0,20.02,0.14,0
688	,3532.TW,台勝科,260.5,1.96,3332,0.56,58.22,4.18,4.47
689	,3533.TW,嘉澤,678,0.44,152,0.42,43.05,2.22,9.25
690	,3535.TW,晶彩科,19.55,0.77,1088,0.25,5.51,15.44,0
691	,3537.TW,堡達,37.25,2.34,453,0,0.34,5.33,0
692	,3540.TW,曜越,38.85,-0.13,138,1.11,1.41,14.07,0
693	,3541.TW,西柏,60.6,1,71,0.04,3.03,10.33,0.02
694	,3543.TW,州巧,27.1,-0.91,50,0,0.48,8.43,0
695	,3545.TW,敦泰,172.5,1.17,8440,3.69,22.16,40.86,0.39
696	,3546.TW,宇峻,82,0,91,0.01,12.41,14.45,0
697	,3548.TW,兆利,62,3.68,867,0.1,3.5,47.19,0
698	,3550.TW,聯穎,17.9,0.85,206,0.23,2.59,33.26,0
699	,3551.TW,世禾,70.8,2.02,630,0.34,7.44,24.19,0.85
700	,3552.TW,同致,179,-0.28,314,2.13,21.71,28.34,0.16
701	,3555.TW,重鵬,38.55,-1.91,2,0,3.47,0,0
702	,3556.TW,禾瑞亞,75.7,-1.05,485,0.18,9.94,24.56,0
703	,3557.TW,嘉威,78.7,-0.63,111,0.04,18.52,21.99,0
704	,3558.TW,神準,96.1,0.1,32,0,5.97,5.75,0
705	,3563.TW,牧德,234,0,106,0.01,12.54,15.83,0
706	,3567.TW,逸昌,35.7,0.28,86,0,4.31,17.96,2.14
707	,3577.TW,泓格,52.2,1.16,6,0,0.58,8.13,0
708	,3580.TW,友威科,57,0.53,124,0.25,1.68,29.84,0
709	,3581.TW,博磊,29.25,-0.17,291,0,7.64,12.43,0
710	,3583.TW,辛耘,78.7,-1.62,846,1.31,12.18,23.51,0
711	,3587.TW,閎康,133,-1.12,214,0.21,2.25,14.26,0.14
712	,3588.TW,通嘉,153,-3.77,1822,2.78,13.05,35.93,0
713	,3591.TW,艾笛森,24.9,9.93,9214,0.74,4.52,31.62,0
714	,3594.TW,磐儀,21.6,0,188,0,4.79,51.68,2.16
715	,3596.TW,智易,107,-0.47,1225,0.72,13.95,14.26,2.73
716	,3597.TW,映興,27.65,-0.72,80,0.11,0.21,11.35,0
717	,3605.TW,宏致,49.95,-1.09,1037,0.67,9.14,23.52,0
718	,3607.TW,谷崧,14.6,-0.34,290,0.07,5.49,8.02,0
719	,3609.TW,三一東林,50.8,-0.78,68,0.1,0.9,32.17,0
720	,3611.TW,鼎翰,200.5,-0.25,26,0,10.14,11.29,0
721	,3615.TW,安可,21.3,0.47,115,0.02,2.46,23.53,0
