符合條件商品
資料日期：2023年  4月 19日
策略,	11主力賣比
序號,	代碼,	商品,	成交,	漲幅%,	總量,	主力賣出比
執行時間：2023-04-19 22:52 符合檔數(588)
481	,6588.TW,東典光電,30.55,0.66,15,2.75
482	,6591.TW,動力-KY,52,-1.89,259,1.38
483	,6603.TW,富強鑫,17.6,-0.28,516,1.6
484	,6605.TW,帝寶,97.8,-0.71,565,1.51
485	,6606.TW,建德工業,31,-2.52,2136,1.68
486	,6641.TW,基士德-KY,56.5,-0.18,29,1.42
487	,6649.TW,台生材,42.2,0.48,81,1.51
488	,6667.TW,信紘科,71.4,0.28,115,1.43
489	,6668.TW,中揚光,42.55,-1.96,239,1.77
490	,6680.TW,鑫創電子,79.8,-0.99,27,2.17
491	,6708.TW,天擎,52.8,-1.31,57,1.74
492	,6715.TW,嘉基,159.5,-3.33,1511,1.67
493	,6728.TW,上洋,166.5,-1.19,71,1.43
494	,6732.TW,昇佳電子,388,-3.24,729,1.4
495	,6735.TW,美達科技,60.2,3.61,8,1.5
496	,6753.TW,龍德造船,128.5,-3.75,3267,1.54
497	,6756.TW,威鋒電子,221.5,-2.21,470,1.35
498	,6762.TW,達亞,249,-0.4,10,2
499	,6763.TW,綠界科技,515,-4.28,274,1.41
500	,6770.TW,力積電,32.1,-2.43,29408,2.81
501	,6776.TW,展碁國際,54.5,-0.18,762,1.55
502	,6789.TW,采鈺,238,-3.45,1488,1.55
503	,6790.TW,永豐實,38.4,-1.16,390,2.1
504	,6791.TW,虎門科技,124.5,9.69,507,1.83
505	,6792.TW,詠業,86.6,-3.02,295,1.46
506	,6807.TW,峰源-KY,30.4,-2.56,89,2.56
507	,6843.TW,進典,80.9,-1.34,266,1.52
508	,6855.TW,數泓科,89.3,-0.22,11,1.67
509	,6859.TW,伯特光,147,-3.29,226,1.99
510	,6861.TW,睿生光電,130.5,2.76,388,1.36
511	,8016.TW,矽創,240.5,-1.84,1326,1.71
512	,8021.TW,尖點,29.6,-1,253,2.75
513	,8024.TW,佑華,25.75,-0.58,597,1.38
514	,8028.TW,昇陽半導體,59.7,-1.32,2256,1.65
515	,8032.TW,光菱,31.5,-0.47,12,2
516	,8034.TW,榮群,16.2,-2.41,624,1.47
517	,8039.TW,台虹,42.7,0,253,2.99
518	,8040.TW,九暘,50.2,-0.99,216,1.53
519	,8046.TW,南電,254,-3.42,7717,1.78
520	,8049.TW,晶采,39.2,-0.51,386,1.99
521	,8054.TW,安國,33.9,-1.31,344,1.48
522	,8064.TW,東捷,19.85,-0.5,555,1.69
523	,8070.TW,長華*,35.3,-1.26,1070,1.61
524	,8071.TW,能率網通,15.15,-1.3,238,2.44
525	,8072.TW,陞泰,28.15,-1.75,370,1.46
526	,8074.TW,鉅橡,21.2,0,92,1.73
527	,8076.TW,伍豐,28.9,-0.52,598,1.58
528	,8081.TW,致新,192.5,-1.79,729,1.4
529	,8083.TW,瑞穎,151.5,0.66,70,2.1
530	,8086.TW,宏捷科,94.1,1.18,3997,1.37
531	,8088.TW,品安,33.7,-0.88,3310,1.69
532	,8096.TW,擎亞,11.7,0,257,1.65
533	,8104.TW,錸寶,44.9,-1.43,621,1.7
534	,8105.TW,凌巨,14.8,-1.33,9764,1.41
535	,8107.TW,大億金茂,17.35,0,37,1.96
536	,8112.TW,至上,44.35,-0.34,1162,2.2
537	,8131.TW,福懋科,44.1,-1.23,333,1.53
538	,8147.TW,正淩,67,-1.9,167,1.54
539	,8150.TW,南茂,38.2,-1.8,2999,1.88
540	,8171.TW,天宇,59.9,-0.66,1671,1.44
541	,8176.TW,智捷,11.5,-0.86,478,1.85
542	,8201.TW,無敵,13.2,-1.12,212,1.54
543	,8213.TW,志超,41.95,0.36,236,1.42
544	,8234.TW,新漢,43.1,-1.71,820,1.45
545	,8249.TW,菱光,31.1,-0.96,427,1.58
546	,8277.TW,商丞,10.45,-0.95,331,1.83
547	,8354.TW,冠好,14.3,0,80,3.29
548	,8358.TW,金居,58.8,-2,3321,2.44
549	,8390.TW,金益鼎,41.9,-0.12,607,1.47
550	,8401.TW,白紗科,21.95,0,152,2.53
551	,8404.TW,百和興業-KY,26.65,0,121,2.07
552	,8409.TW,商之器,26.9,0.75,546,1.46
553	,8411.TW,福貞-KY,14.9,0,47,2.34
554	,8420.TW,明揚,90.7,-1.09,241,1.43
555	,8421.TW,旭源,16.1,-0.62,196,1.73
556	,8446.TW,華研,93.7,1.19,318,1.51
557	,8463.TW,潤泰材,25.05,-1.18,129,1.56
558	,8466.TW,美吉吉-KY,42.7,-0.23,12,1.43
559	,8473.TW,山林水,30.25,-1.79,154,1.37
560	,8476.TW,台境,63.2,-1.4,261,1.58
561	,8477.TW,創業家,18.65,-0.53,474,1.58
562	,8478.TW,東哥遊艇,453,-9.94,4653,1.58
563	,8906.TW,花王,17.7,-1.12,12,1.75
564	,8924.TW,大田,124,-0.8,377,1.72
565	,8928.TW,鉅明,38.3,-1.29,230,1.68
566	,8930.TW,青鋼,17.2,-0.86,219,1.72
567	,8931.TW,大汽電,76.7,0,474,1.47
568	,8933.TW,愛地雅,12.55,-1.95,1837,1.66
569	,8935.TW,邦泰,11.9,1.28,16,1.65
570	,8936.TW,國統,28.65,0,4215,1.41
571	,8942.TW,森鉅,66.9,-1.62,261,1.45
572	,8996.TW,高力,225,-1.53,3171,1.6
573	,9902.TW,台火,12.45,-0.8,123,2.37
574	,9910.TW,豐泰,187,-1.58,660,1.83
575	,9914.TW,美利達,169.5,-1.74,1371,1.7
576	,9919.TW,康那香,18.3,1.1,7028,1.39
577	,9921.TW,巨大,188,-1.83,1495,1.64
578	,9924.TW,福興,43.9,-0.11,167,2.03
579	,9925.TW,新保,40.85,0,72,1.48
580	,9928.TW,中視,18.6,0,69,2.24
581	,9933.TW,中鼎,42.55,-0.35,993,1.79
582	,9934.TW,成霖,13.65,-0.73,913,2.25
583	,9938.TW,百和,58.1,-2.02,1838,1.58
584	,9940.TW,信義,28.8,-0.35,267,3.55
585	,9944.TW,新麗,20.35,-0.25,119,3.05
586	,9949.TW,琉園,19.55,0,31,1.43
587	,9955.TW,佳龍,25.65,-1.35,768,1.8
588	,9962.TW,有益,20.85,-1.65,1414,2
